PROVIDER_ID,std_HCP_COVID_19,std_IMM_3,std_OP_10,std_OP_13,std_OP_18B,std_OP_22,std_OP_23,std_OP_29,std_OP_8,std_PC_01,std_SAFE_USE_OF_OPIOIDS,std_SEP_1,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,total_cnt,measure_wt,score_before_std,Mean,StdDev,grp_score
010001,-0.52501682,1.0447164901,0.0802910279,0.7813730793,-1.062057844,-1.138829195,,-3.171398292,0.5880106234,0.1409842852,0.5630493928,0.4497722506,1,1,1,1,1,1,0,1,1,1,1,1,11,0.0909090909,-0.204464091,0.028411,0.480473,-0.48467763
010005,-0.396114419,-0.26429419,-1.615666449,0.3739931517,0.3032291289,-0.270541921,-0.094781579,0.3347945331,-1.162943345,0.3463329351,-0.171693298,0.9253128974,1,1,1,1,1,1,1,1,1,1,1,1,12,0.0833333333,-0.141031046,0.028411,0.480473,-0.352655634
010006,-0.52501682,-0.59154686,-1.064480269,0.3157960191,-0.313955393,0.5977453531,,-0.452309979,,0.5516815849,-0.171693298,-0.263538719,1,1,1,1,1,1,0,1,0,1,1,1,10,0.1,-0.191731838,0.028411,0.480473,-0.458178233
010007,-0.52501682,-2.773231326,-0.322498873,,0.583767548,-0.704685558,,-4.888717227,,,,-2.165701306,1,1,1,0,1,1,0,1,0,0,0,1,7,0.1428571429,-1.542297652,0.028411,0.480473,-3.269085304
010008,-0.430818911,-2.064183875,0.9282697664,,0.7333880382,1.03188899,,-1.74029918,,,,,1,1,1,0,1,1,0,1,0,0,0,0,6,0.1666666667,-0.256959195,0.028411,0.480473,-0.593934697
010011,-0.485354543,,-0.428496215,,-0.55708869,-1.138829195,-1.454346803,0.6210143556,,,-0.355378971,-0.025768396,1,0,1,0,1,1,1,1,0,0,1,1,8,0.125,-0.478031057,0.028411,0.480473,-1.05404738
010012,-0.52501682,-0.973341641,-0.704089305,-0.440766704,-0.145632342,-0.704685558,,0.6210143556,,0.5516815849,0.1956780474,1.9952793525,1,1,1,1,1,1,0,1,0,1,1,1,10,0.1,-0.012987903,0.028411,0.480473,-0.086161863
010016,-0.37628328,0.1720427035,-1.297674422,,-0.669304058,-0.270541921,,,,0.5516815849,-0.539064643,1.1630832207,1,1,1,0,1,1,0,0,0,1,1,1,8,0.125,-0.158257602,0.028411,0.480473,-0.388508939
010018,-0.515101251,1.0447164901,,,0.9952238961,1.03188899,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,4,0.25,0.6391820314,0.028411,0.480473,1.27118708
010019,-0.510143466,-0.100667855,-0.937283458,,-0.239145148,0.1636017162,-2.918493968,-0.666974846,-0.607084943,-0.064364365,-0.355378971,1.4602961249,1,1,1,0,1,1,1,1,1,1,1,1,11,0.0909090909,-0.434149016,0.028411,0.480473,-0.962716519
010021,-0.52501682,-1.082425865,0.3558841179,0.8395702119,0.5650649868,0.1636017162,,-2.813623514,,,0.9304207382,-0.441866462,1,1,1,1,1,1,0,1,0,0,1,1,9,0.1111111111,-0.223154543,0.028411,0.480473,-0.523577715
010022,-0.366367711,-0.809715306,0.5042803971,,0.583767548,-0.704685558,,,,,-0.906435989,,1,1,1,0,1,1,0,0,0,0,1,0,6,0.1666666667,-0.28319277,0.028411,0.480473,-0.648534139
010023,-0.396114419,0.8810901551,0.9070702979,,-0.613196374,-0.704685558,,0.3347945331,,0.3463329351,0.1956780474,-1.74960324,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,-0.088737069,0.028411,0.480473,-0.243817169
010024,-0.346536572,-1.682389093,-0.449695684,-0.382569571,-0.220442587,-0.270541921,-0.46081837,-0.380755023,,0.1409842852,0.9304207382,0.6280999932,1,1,1,1,1,1,1,1,0,1,1,1,11,0.0909090909,-0.226749437,0.028411,0.480473,-0.531059699
010029,-0.495270112,0.3902111501,-2.039655818,0.6067816818,-0.519683567,-0.704685558,,0.2632395775,-1.732698208,0.5516815849,1.2977920836,0.4497722506,1,1,1,1,1,1,0,1,1,1,1,1,11,0.0909090909,-0.175683176,0.028411,0.480473,-0.424776456
010033,-0.262254233,0.9356322668,-2.272849971,-0.091583909,-0.594493812,-0.270541921,,0.5494594,-1.135150425,-0.269713014,0.5630493928,-1.214620013,1,1,1,1,1,1,0,1,1,1,1,1,11,0.0909090909,-0.369369658,0.028411,0.480473,-0.827892466
010034,-0.475438973,-0.973341641,,,1.0700341412,0.1636017162,,,,,0.9304207382,-0.917407109,1,1,0,0,1,1,0,0,0,0,1,1,6,0.1666666667,-0.033688521,0.028411,0.480473,-0.129245669
010035,0.030255063,-0.046125743,-0.322498873,0.6649788143,0.2284188838,0.1636017162,0.8464558842,0.5494594,,0.5516815849,-0.355378971,2.173607095,1,1,1,1,1,1,1,1,0,1,1,1,11,0.0909090909,0.407677714,0.028411,0.480473,0.7893615251
010036,3.361886361,0.3902111501,-0.174102594,,0.1723111999,0.1636017162,,-3.815392893,,-0.475061664,0.5630493928,-0.501309043,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,-0.034978486,0.028411,0.480473,-0.131930448
010039,-0.15318297,-0.209752078,-2.506044124,-0.149781041,-1.417406509,0.1636017162,-0.774564191,0.0485747107,0.2544955818,-0.269713014,0.5630493928,0.2120019273,1,1,1,1,1,1,1,1,1,1,1,1,12,0.0833333333,-0.353226717,0.028411,0.480473,-0.794294468
010040,0.5904847306,-2.827773438,-0.428496215,,-0.426170761,-0.270541921,,-1.525634313,-0.454223882,-0.064364365,-0.171693298,-1.095734851,1,1,1,0,1,1,0,1,1,1,1,1,10,0.1,-0.667414831,0.028411,0.480473,-1.448208246
010044,-0.52501682,-0.373378413,-0.046905783,,1.1822495089,0.1636017162,,-2.169628914,,,0.5630493928,1.8169516099,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,0.0763652873,0.028411,0.480473,0.0998072407
010045,-0.465523404,0.3902111501,0.7162750817,,0.6398752319,-1.138829195,,0.6210143556,,,-1.457493007,0.5092148315,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,-0.023156869,0.028411,0.480473,-0.107326341
010046,-0.520059035,-0.209752078,0.6950756133,,0.2845265676,-0.270541921,,-0.738529801,,,-1.64117868,0.0931167656,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,-0.288417821,0.028411,0.480473,-0.65940894
010049,-0.52501682,-1.136967976,-0.216501531,2.0035128624,0.6959829157,0.5977453531,,0.5494594,,-1.091107614,0.5630493928,-0.144653558,1,1,1,1,1,1,0,1,0,1,1,1,10,0.1,0.1295502425,0.028411,0.480473,0.2105000816
010051,-0.287043156,1.2083428251,,,0.714685477,0.5977453531,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,4,0.25,0.5584326248,0.028411,0.480473,1.1031248681
010052,-0.52501682,-3.482278778,,,1.0139264574,0.5977453531,,0.6210143556,,,0.5630493928,,1,1,0,0,1,1,0,1,0,0,1,0,6,0.1666666667,-0.201926673,0.028411,0.480473,-0.479396551
010055,1.0664320589,0.3356690385,0.313485181,0.3157960191,-0.968545038,0.1636017162,,-2.670513603,-0.412534502,-2.733896813,0.5630493928,-0.441866462,1,1,1,1,1,1,0,1,1,1,1,1,11,0.0909090909,-0.406302092,0.028411,0.480473,-0.904759242
010056,-0.52501682,,-1.000881864,0.4321902842,-1.43610907,-2.007116468,-0.147072549,0.0485747107,-0.1346053,0.3463329351,0.5630493928,-0.3229813,1,0,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,-0.38033055,0.028411,0.480473,-0.850705163
010058,-0.460565619,-0.373378413,0.8858708294,,0.6024701093,-0.704685558,,,,0.5516815849,2.0325347745,1.6386238674,1,1,1,0,1,1,0,0,0,1,1,1,8,0.125,0.5215689469,0.028411,0.480473,1.0264011929
010059,-0.505185681,0.8810901551,-0.534493558,,1.6124084183,0.5977453531,,,,,-1.090121662,,1,1,1,0,1,1,0,0,0,0,1,0,6,0.1666666667,0.1602405043,0.028411,0.480473,0.2743751428
010061,-0.520059035,0.2265848151,-1.106879206,,-0.55708869,0.1636017162,-1.402055833,0.3347945331,,-3.555291412,-0.539064643,-0.97684969,1,1,1,0,1,1,1,1,0,1,1,1,10,0.1,-0.793230744,0.028411,0.480473,-1.710066525
010062,-0.366367711,-0.318836301,0.4618814602,,0.9391162123,-1.138829195,,-3.457618115,,,-0.355378971,,1,1,1,0,1,1,0,1,0,0,1,0,7,0.1428571429,-0.605147517,0.028411,0.480473,-1.318612463
010065,-0.113520692,-1.627846981,-0.428496215,,0.2658240063,0.5977453531,0.5850010334,0.6210143556,,0.5516815849,0.0119923747,-0.085210977,1,1,1,0,1,1,1,1,0,1,1,1,10,0.1,0.0378183842,0.028411,0.480473,0.0195803007
010069,-0.445692265,-1.90055754,-0.386097278,,-0.4074682,0.1636017162,,-3.457618115,,,0.7467350655,,1,1,1,0,1,1,0,1,0,0,1,0,7,0.1428571429,-0.812442374,0.028411,0.480473,-1.750051325
010073,0.2979754351,-1.191510088,0.9494692348,,1.3505725604,0.5977453531,,0.1201296663,,,-1.090121662,-1.095734851,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,-0.007684294,0.028411,0.480473,-0.075123562
010078,-0.475438973,-0.427920525,-0.534493558,0.4903874167,-0.85632967,-1.138829195,-0.774564191,0.1201296663,0.0321522206,-0.064364365,0.5630493928,-0.501309043,1,1,1,1,1,1,1,1,1,1,1,1,12,0.0833333333,-0.297294235,0.028411,0.480473,-0.677883253
010079,-0.336621003,-0.482462636,-0.407296747,0.7813730793,-0.463575883,0.5977453531,-0.774564191,-0.237645112,-0.746049543,0.5516815849,1.8488491018,-0.144653558,1,1,1,1,1,1,1,1,1,1,1,1,12,0.0833333333,0.0155650372,0.028411,0.480473,-0.026735169
010083,-0.282085371,-1.627846981,-0.046905783,0.7813730793,0.1536086387,0.1636017162,-0.094781579,0.5494594,0.5880106234,-0.885758964,0.9304207382,0.2120019273,1,1,1,1,1,1,1,1,1,1,1,1,12,0.0833333333,0.0367581204,0.028411,0.480473,0.0173735937
010085,-0.173014108,0.6083795968,-1.594466981,-1.022738029,-0.089524658,0.5977453531,0.2712552124,,-0.273569901,0.5516815849,0.3793637201,-1.69016066,1,1,1,1,1,1,1,0,1,1,1,1,11,0.0909090909,-0.221368079,0.028411,0.480473,-0.519859581
010086,-0.510143466,-2.118725986,-0.280099936,2.0035128624,0.583767548,-0.704685558,,-0.523864934,,,-0.906435989,-0.085210977,1,1,1,1,1,1,0,1,0,0,1,1,9,0.1111111111,-0.282431826,0.028411,0.480473,-0.646950402
010087,-0.490312327,0.5538374851,-1.552068044,,-0.4074682,0.5977453531,,0.6210143556,,,0.1956780474,-0.144653558,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,-0.078278361,0.028411,0.480473,-0.222049658
010089,-0.311832079,0.6629217084,0.4830809287,-0.440766704,0.0787983936,-0.270541921,,0.4779044444,,0.5516815849,-0.355378971,0.2714445081,1,1,1,1,1,1,0,1,0,1,1,1,10,0.1,0.1147311894,0.028411,0.480473,0.1796574667
010090,-0.52501682,0.3902111501,-3.036030836,,-0.370063077,0.1636017162,,0.3347945331,,0.5516815849,0.5630493928,1.9358367716,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,0.0008960462,0.028411,0.480473,-0.057265463
010091,-0.460565619,-3.482278778,,,0.8081982834,0.5977453531,,0.6210143556,,-4.171337362,0.5630493928,,1,1,0,0,1,1,0,1,0,1,1,0,7,0.1428571429,-0.789167768,0.028411,0.480473,-1.701610328
010092,-0.440734481,0.9356322668,0.4194825233,-1.080935161,-1.641837244,-3.309547379,-1.402055833,-0.881639712,-1.162943345,0.5516815849,-0.539064643,-0.441866462,1,1,1,1,1,1,1,1,1,1,1,1,12,0.0833333333,-0.749485657,0.028411,0.480473,-1.619020702
010095,1.3589413544,-0.755173195,,,0.9391162123,1.03188899,,,,,-1.090121662,,1,1,0,0,1,1,0,0,0,0,1,0,5,0.2,0.2969303401,0.028411,0.480473,0.5588651113
010097,-0.108562908,1.0992586017,0.271086244,,0.920413651,-1.138829195,,-6.105151473,,,-0.171693298,-2.165701306,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,-0.92489746,0.028411,0.480473,-1.984101969
010099,-0.515101251,-0.809715306,-0.258900467,,0.4154444965,-0.270541921,,0.4063494887,,0.1409842852,0.9304207382,-2.344029049,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,-0.256120998,0.028411,0.480473,-0.592190174
010100,-0.52501682,-0.973341641,0.4194825233,,-0.444873322,-0.704685558,,0.4063494887,-1.079564585,0.5516815849,0.0119923747,1.5791812866,1,1,1,0,1,1,0,1,1,1,1,1,10,0.1,-0.075879467,0.028411,0.480473,-0.217056885
010101,-0.336621003,0.3902111501,0.0166926225,,1.2009520702,0.1636017162,,,,,-0.539064643,0.9847554782,1,1,1,0,1,1,0,0,0,0,1,1,7,0.1428571429,0.2686467702,0.028411,0.480473,0.4999990525
010102,-0.52501682,-2.609604991,,,1.3505725604,-0.270541921,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,4,0.25,-0.513647793,0.028411,0.480473,-1.128175818
010103,-0.168056324,0.0084163685,-1.912459008,,0.1162035161,0.5977453531,0.7418739439,-0.022980245,,0.5516815849,-0.355378971,-0.620194204,1,1,1,0,1,1,1,1,0,1,1,1,10,0.1,-0.106314799,0.028411,0.480473,-0.280401365
010104,1.4233925551,-1.57330487,-0.555693026,-0.207978174,-0.519683567,0.1636017162,0.794164914,-0.380755023,,0.3463329351,-0.171693298,-0.204096139,1,1,1,1,1,1,1,1,0,1,1,1,11,0.0909090909,-0.080519271,0.028411,0.480473,-0.226713621
010108,-0.366367711,0.7174638201,0.271086244,,-0.875032232,-2.007116468,,0.4779044444,0.5880106234,,-0.171693298,-0.857964528,1,1,1,0,1,1,0,1,1,0,1,1,9,0.1111111111,-0.247078789,0.028411,0.480473,-0.573370796
010110,0.4219200519,-1.518762758,,,1.1074392638,1.03188899,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,4,0.25,0.2606213869,0.028411,0.480473,0.4832959741
010112,3.2924773756,-0.26429419,-0.174102594,,0.7894957221,0.5977453531,,-0.094535201,,-10.53714551,0.7467350655,-2.700684534,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,-0.92714539,0.028411,0.480473,-1.988780542
010113,-0.52501682,-0.59154686,-0.428496215,,-0.519683567,-0.704685558,,0.4063494887,-2.399728292,0.5516815849,0.3793637201,0.9253128974,1,1,1,0,1,1,0,1,1,1,1,1,10,0.1,-0.290644962,0.028411,0.480473,-0.664044246
010114,-0.480396758,-1.027883753,0.3982830548,,0.0787983936,-0.270541921,-0.35623643,0.6210143556,,-1.296456264,-0.171693298,-0.798521947,1,1,1,0,1,1,1,1,0,1,1,1,10,0.1,-0.330363457,0.028411,0.480473,-0.746709597
010118,4.1452163388,-0.046125743,0.546679334,,-1.062057844,-0.270541921,-2.186420385,0.6210143556,,0.1409842852,1.4814777564,-0.382423881,1,1,1,0,1,1,1,1,0,1,1,1,10,0.1,0.2987802295,0.028411,0.480473,0.5627152512
010120,,-2.609604991,0.9282697664,,0.583767548,0.1636017162,1.107910735,0.6210143556,,,-0.171693298,-0.3229813,0,1,1,0,1,1,1,1,0,0,1,1,8,0.125,0.0375355664,0.028411,0.480473,0.0189916775
010125,-0.52501682,-0.809715306,-0.386097278,,1.7246237859,0.5977453531,,,,,-1.457493007,,1,1,1,0,1,1,0,0,0,0,1,0,6,0.1666666667,-0.142658879,0.028411,0.480473,-0.356043612
010126,-0.520059035,0.2811269268,0.5042803971,,1.0139264574,1.03188899,1.1602017052,,,,1.2977920836,0.9253128974,1,1,1,0,1,1,1,0,0,0,1,1,8,0.125,0.7118088028,0.028411,0.480473,1.422343805
010128,-0.361409926,-1.955099651,-2.060855287,,0.6772803544,-0.704685558,-0.722273221,,,,-0.171693298,,1,1,1,0,1,1,1,0,0,0,1,0,7,0.1428571429,-0.756962369,0.028411,0.480473,-1.634581842
010129,-0.52501682,0.1175005918,1.2250623248,,-0.482278445,-0.270541921,,-0.452309979,,0.5516815849,0.9304207382,0.8064277357,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,0.2112162013,0.028411,0.480473,0.3804698962
010130,-0.52501682,,-1.064480269,,0.3032291289,-1.138829195,,0.2632395775,,,-1.273807334,-0.441866462,1,0,1,0,1,1,0,1,0,0,1,1,7,0.1428571429,-0.553933053,0.028411,0.480473,-1.212020769
010131,0.6549359313,-1.409678535,-0.598091963,,-0.70670918,-0.270541921,,0.5494594,,0.5516815849,0.9304207382,-0.97684969,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,-0.141708182,0.028411,0.480473,-0.354064943
010138,0.0104239243,-2.664147103,,,0.1162035161,0.5977453531,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,4,0.25,-0.484943577,0.028411,0.480473,-1.068434278
010139,-0.52501682,-0.046125743,-0.046905783,-0.033386776,0.1536086387,-0.704685558,,0.6210143556,,0.5516815849,0.5630493928,-0.144653558,1,1,1,1,1,1,0,1,0,1,1,1,10,0.1,0.0388579734,0.028411,0.480473,0.0217439782
010144,-0.490312327,0.6629217084,-0.025706314,,0.2097163225,-0.270541921,-1.192891952,0.4063494887,,0.3463329351,0.9304207382,-0.3229813,1,1,1,0,1,1,1,1,0,1,1,1,10,0.1,0.0253307378,0.028411,0.480473,-0.006410001
010148,-0.52501682,-3.973157783,0.4618814602,,0.4715521804,-1.138829195,,-3.386063159,,,1.4814777564,-2.046816145,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,-1.081871463,0.028411,0.480473,-2.31080899
010149,-0.371325495,0.6629217084,0.1438894333,,-1.510919315,-2.007116468,,0.6210143556,,0.1409842852,1.8488491018,-0.798521947,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,-0.141136038,0.028411,0.480473,-0.352874152
01014F,-0.232507525,0.2265848151,,,0.2284188838,0.1636017162,,0.6210143556,,,,-0.917407109,1,1,0,0,1,1,0,1,0,0,0,1,6,0.1666666667,0.0149508562,0.028411,0.480473,-0.028013452
010150,-0.361409926,-2.064183875,0.1226899648,,0.3219316902,0.5977453531,,0.6210143556,,,0.7467350655,-1.69016066,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,-0.213204754,0.028411,0.480473,-0.502869406
010157,-0.455607835,-0.755173195,-0.661690368,,0.920413651,-2.441260105,,,,,-1.457493007,,1,1,1,0,1,1,0,0,0,0,1,0,6,0.1666666667,-0.808468477,0.028411,0.480473,-1.741780528
010158,-0.52501682,-0.26429419,-0.216501531,,1.05133158,0.5977453531,,0.6210143556,,,-0.355378971,0.2120019273,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,0.1401127131,0.028411,0.480473,0.2324835517
010164,-0.52501682,0.3902111501,0.4194825233,-1.371920824,0.583767548,1.03188899,0.8464558842,0.1201296663,,0.5516815849,1.1141064109,1.9952793525,1,1,1,1,1,1,1,1,0,1,1,1,11,0.0909090909,0.4687332242,0.028411,0.480473,0.916435203
010168,0.9375296575,-0.91879953,0.8010729556,,0.7520905995,-1.138829195,,-6.534481206,,,-0.539064643,0.3903296698,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,-0.781268961,0.028411,0.480473,-1.685170692
010169,-0.52501682,-0.537004748,-1.764062728,,0.6024701093,-1.572972831,,-2.241183869,,,0.1956780474,-2.225143887,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,-1.008404591,0.028411,0.480473,-2.15790378
010173,-0.52501682,,0.0802910279,,0.378039374,-0.270541921,-0.46081837,-5.532711828,,,1.1141064109,0.687542574,1,0,1,0,1,1,1,1,0,0,1,1,8,0.125,-0.566138694,0.028411,0.480473,-1.237424137
010174,0.4764556832,,0.3770835864,,0.0600958323,1.03188899,,0.6210143556,,,0.9304207382,,1,0,1,0,1,1,0,1,0,0,1,0,6,0.1666666667,0.5828265309,0.028411,0.480473,1.1538954433
010175,-0.52501682,0.3356690385,-2.01845635,,0.7894957221,0.1636017162,,,,,-2.008550025,1.5197387057,1,1,1,0,1,1,0,0,0,0,1,1,7,0.1428571429,-0.249074002,0.028411,0.480473,-0.577523393
01019F,-0.088731769,-0.318836301,,,,0.5977453531,,-0.380755023,,,,,1,1,0,0,0,1,0,1,0,0,0,0,4,0.25,-0.047644435,0.028411,0.480473,-0.158291848
01021F,-0.083773984,0.2265848151,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,2,0.5,0.0714054154,0.028411,0.480473,0.0894843531
011300,,1.0992586017,0.5678788025,,,,,,,,0.7467350655,,0,1,1,0,0,0,0,0,0,0,1,0,3,0.3333333333,0.8046241566,0.028411,0.480473,1.6155186445
011302,-0.138309616,-0.26429419,1.2250623248,,0.583767548,0.5977453531,,,,,0.1956780474,,1,1,1,0,1,1,0,0,0,0,1,0,6,0.1666666667,0.3666082446,0.028411,0.480473,0.7038844155
011304,-0.52501682,0.8810901551,1.0130676402,,1.05133158,,,,,,0.5630493928,,1,1,1,0,1,0,0,0,0,0,1,0,5,0.2,0.5967043896,0.028411,0.480473,1.182779168
011305,-0.52501682,-0.318836301,0.3558841179,2.0035128624,0.9765213348,0.5977453531,,0.6210143556,,,-0.906435989,1.044198059,1,1,1,1,1,1,0,1,0,0,1,1,9,0.1111111111,0.4276207747,0.028411,0.480473,0.8308686399
011306,2.8710656787,0.8810901551,-0.025706314,,0.920413651,0.5977453531,,,,,-1.457493007,,1,1,1,0,1,1,0,0,0,0,1,0,6,0.1666666667,0.6311859194,0.028411,0.480473,1.2545449234
020001,-0.30191651,0.2811269268,0.7798734871,,-0.463575883,-1.138829195,,0.4063494887,,-0.885758964,0.1956780474,0.2714445081,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,-0.095067566,0.028411,0.480473,-0.256992713
020006,-0.133351831,-1.57330487,0.1226899648,-0.324372439,0.5650649868,1.03188899,0.5327100632,0.1916846219,,-2.733896813,0.0119923747,-0.917407109,1,1,1,1,1,1,1,1,0,1,1,1,11,0.0909090909,-0.293300187,0.028411,0.480473,-0.669570516
020008,0.7293027014,0.1720427035,0.2286873071,,-0.12692978,0.5977453531,0.2189642422,-0.309200067,,0.5516815849,0.7467350655,-1.095734851,1,1,1,0,1,1,1,1,0,1,1,1,10,0.1,0.1713294259,0.028411,0.480473,0.2974543053
020012,1.140798829,0.9901743784,0.0166926225,0.0248103565,-0.089524658,0.5977453531,-1.454346803,-2.956733425,-0.426430962,-0.269713014,1.2977920836,-1.274062594,1,1,1,1,1,1,1,1,1,1,1,1,12,0.0833333333,-0.200233153,0.028411,0.480473,-0.475871858
020017,-0.30191651,-1.682389093,0.8434718925,,0.2284188838,-0.270541921,,0.4063494887,,-0.680410314,-1.824864352,0.687542574,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,-0.288259928,0.028411,0.480473,-0.65908032
020018,-0.480396758,0.5538374851,,,,,,,,0.5516815849,1.4814777564,0.0931167656,1,1,0,0,0,0,0,0,0,1,1,1,5,0.2,0.4399433668,0.028411,0.480473,0.8565154176
020024,0.2285664498,-2.445978656,-0.131703657,-1.197329427,0.3406342514,0.5977453531,,-0.452309979,-0.773842463,-2.733896813,-0.539064643,0.5686574123,1,1,1,1,1,1,0,1,1,1,1,1,11,0.0909090909,-0.594411106,0.028411,0.480473,-1.296266975
020026,-0.425861127,1.1538007134,,,0.1910137612,-0.704685558,,0.2632395775,,0.5516815849,0.3793637201,0.2714445081,1,1,0,0,1,1,0,1,0,1,1,1,8,0.125,0.2099996476,0.028411,0.480473,0.3779379061
021301,,-0.318836301,,,0.1349060774,1.03188899,,,,,,,0,1,0,0,1,1,0,0,0,0,0,0,3,0.3333333333,0.2826529219,0.028411,0.480473,0.5291497911
021302,,-0.373378413,0.2074878387,,0.583767548,1.03188899,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,4,0.25,0.3624414909,0.028411,0.480473,0.6952122298
021304,,0.2811269268,,,,,,,,,-0.722750316,,0,1,0,0,0,0,0,0,0,0,1,0,2,0.5,-0.220811695,0.028411,0.480473,-0.518701588
021305,,0.3356690385,,,0.4528496191,1.03188899,,,,,,,0,1,0,0,1,1,0,0,0,0,0,0,3,0.3333333333,0.6068025492,0.028411,0.480473,1.2037962764
021306,,0.3902111501,-0.216501531,,0.5463624255,0.5977453531,,,,,0.9304207382,,0,1,1,0,1,1,0,0,0,0,1,0,5,0.2,0.4496476273,0.028411,0.480473,0.8767127113
021307,,,,,0.8456034059,0.5977453531,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,2,0.5,0.7216743795,0.028411,0.480473,1.4428768431
021308,,1.2628849367,,,,,,,,,1.8488491018,,0,1,0,0,0,0,0,0,0,0,1,0,2,0.5,1.5558670193,0.028411,0.480473,3.1790661988
021309,,0.9901743784,,,,0.5977453531,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,2,0.5,0.7939598657,0.028411,0.480473,1.5933232578
021310,,,,,1.2009520702,0.5977453531,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,2,0.5,0.8993487116,0.028411,0.480473,1.8126670684
021311,0.0054661396,0.4992953735,-0.046905783,,0.7707931608,1.03188899,,0.1201296663,,,-0.355378971,-1.274062594,1,1,1,0,1,1,0,1,0,0,1,1,8,0.125,0.0939032478,0.028411,0.480473,0.1363086661
021312,,-0.59154686,,,,0.5977453531,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,2,0.5,0.0030992466,0.028411,0.480473,-0.052679983
021313,0.0054661396,-1.90055754,0.7798734871,,0.6211726706,1.03188899,-0.35623643,-3.886947848,,,-0.355378971,1.5791812866,1,1,1,0,1,1,1,1,0,0,1,1,9,0.1111111111,-0.275726468,0.028411,0.480473,-0.632994668
021314,,0.5538374851,,,,0.5977453531,,,,,1.1141064109,,0,1,0,0,0,1,0,0,0,0,1,0,3,0.3333333333,0.7552297497,0.028411,0.480473,1.5127150002
030002,0.5904847306,0.8810901551,-1.000881864,-0.440766704,-2.427344818,-0.704685558,,0.6210143556,,0.3463329351,0.9304207382,-1.095734851,1,1,1,1,1,1,0,1,0,1,1,1,10,0.1,-0.230007088,0.028411,0.480473,-0.537839786
030006,-0.470481189,0.9901743784,1.0554665771,0.9559644769,-1.529621876,-1.138829195,,0.1916846219,,0.5516815849,0.3793637201,-0.025768396,1,1,1,1,1,1,0,1,0,1,1,1,10,0.1,0.0959634704,0.028411,0.480473,0.1405965683
030007,-0.460565619,0.5538374851,-0.131703657,-0.382569571,-0.594493812,-1.138829195,-0.199363519,0.1201296663,1.8247955697,0.5516815849,0.7467350655,0.0336741848,1,1,1,1,1,1,1,1,1,1,1,1,12,0.0833333333,0.0769440152,0.028411,0.480473,0.1010117363
030010,-0.455607835,-0.209752078,1.0342671087,,-0.669304058,-0.270541921,0.8464558842,-0.237645112,,,0.7467350655,-0.3229813,1,1,1,0,1,1,1,1,0,0,1,1,9,0.1111111111,0.0512917506,0.028411,0.480473,0.0476221632
030011,-0.460565619,-0.318836301,1.0554665771,,-0.669304058,-0.270541921,,-0.022980245,,-2.323199513,0.9304207382,-0.382423881,1,1,1,0,1,1,0,1,0,1,1,1,9,0.1111111111,-0.27355158,0.028411,0.480473,-0.628468114
030012,3.2428995289,-0.755173195,-1.297674422,0.1412046215,-0.388765638,0.5977453531,-0.147072549,0.4063494887,0.2822885019,0.3463329351,0.3793637201,0.2714445081,1,1,1,1,1,1,1,1,1,1,1,1,12,0.0833333333,0.2565785711,0.028411,0.480473,0.4748817381
