PROVIDER_ID,std_COMP_HIP_KNEE,std_HAI_1,std_HAI_2,std_HAI_3,std_HAI_4,std_HAI_5,std_HAI_6,std_PSI_90_SAFETY,C1,C2,C3,C4,C5,C6,C7,C8,total_cnt,measure_wt,score_before_std,Mean,StdDev,grp_score
010001,0.6987290924,0.3036701043,0.7390780677,-0.467783407,,0.4764461302,-0.105703392,0.1030011909,1,1,1,1,0,1,1,1,7,0.1428571429,0.2496339695,-0.019030,0.779001,0.3448829171
010005,1.1586924721,-0.332255344,-1.072825303,1.149255,,-2.749027367,-0.428085753,-0.058779638,1,1,1,1,0,1,1,1,7,0.1428571429,-0.333289419,-0.019030,0.779001,-0.40341359
010006,-0.834482173,0.9776423739,1.0287769037,1.149255,1.1084136071,0.5953724076,0.9650665944,-0.867683783,1,1,1,1,1,1,1,1,8,0.125,0.5152951163,-0.019030,0.779001,0.6859111072
010007,0.0854445862,,,,,,-1.284701742,0.3726359059,1,0,0,0,0,0,1,1,3,0.3333333333,-0.275540417,-0.019030,0.779001,-0.329281418
010008,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010011,-0.52783992,-0.03331603,0.5162328092,1.149255,,0.2707358125,-0.12182251,0.2647820199,1,1,1,1,0,1,1,1,7,0.1428571429,0.2168610259,-0.019030,0.779001,0.3028124157
010012,-0.681161047,,1.0287769037,,,,-0.287619153,0.3187089629,1,0,1,0,0,0,1,1,4,0.25,0.0946764168,-0.019030,0.779001,0.1459645039
010016,-0.834482173,-0.113486119,0.7425064563,0.2558044989,,-1.212628431,-0.264591841,-1.946222643,1,1,1,1,0,1,1,1,7,0.1428571429,-0.481871465,-0.019030,0.779001,-0.594147789
010018,,,,,,,,0.0490742479,0,0,0,0,0,0,0,1,1,1,0.0490742479,-0.019030,0.779001,0.0874251755
010019,-1.907730059,-3.203431565,0.3019585222,1.149255,,1.1916109066,-1.333059096,0.3187089629,1,1,1,1,0,1,1,1,7,0.1428571429,-0.497526761,-0.019030,0.779001,-0.614244433
010021,,,,,,,0.101542412,-0.705902954,0,0,0,0,0,0,1,1,2,0.5,-0.302180271,-0.019030,0.779001,-0.363478897
010022,,,,,,,1.0249376044,,0,0,0,0,0,0,1,0,1,1,1.0249376044,-0.019030,0.779001,1.3401372048
010023,-0.52783992,-0.711364745,-0.657990284,-0.166845738,,-1.15959374,0.1107533366,-4.426862022,1,1,1,1,0,1,1,1,7,0.1428571429,-1.077106159,-0.019030,0.779001,-1.358248272
010024,,-1.27119655,-0.423145665,-0.034433164,,-1.955114109,-0.62151517,-0.004852695,0,1,1,1,0,1,1,1,6,0.1666666667,-0.718376226,-0.019030,0.779001,-0.897748039
010029,-1.44776668,-0.59994191,-0.675132227,0.1100169171,-0.743970043,0.9232232265,-0.835669167,0.0490742479,1,1,1,1,1,1,1,1,8,0.125,-0.402520704,-0.019030,0.779001,-0.492285524
010033,-0.221197667,-0.246649995,0.0773990695,0.3253545379,-0.456281409,-0.301396009,0.2028625827,-1.299099327,1,1,1,1,1,1,1,1,8,0.125,-0.239876027,-0.019030,0.779001,-0.283499179
010034,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010035,-0.374518794,0.9776423739,-0.479714077,-0.292570809,,1.1916109066,0.1245697235,0.3187089629,1,1,1,1,0,1,1,1,7,0.1428571429,0.2093897554,-0.019030,0.779001,0.2932215746
010036,0.3920868393,,,,,,0.191348927,0.3726359059,1,0,0,0,0,0,1,1,3,0.3333333333,0.3186905574,-0.019030,0.779001,0.4335305928
010039,1.0053713456,-0.190938577,-0.082021,0.0431418796,0.8621190211,-0.728887763,-0.738954459,-3.833665649,1,1,1,1,1,1,1,1,8,0.125,-0.4579794,-0.019030,0.779001,-0.563477638
010040,-0.681161047,-0.868987292,0.1459668413,0.6115796984,,-0.759422888,0.5413640622,-5.073985338,1,1,1,1,0,1,1,1,7,0.1428571429,-0.869235137,-0.019030,0.779001,-1.091405043
010044,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010045,,,,,,,-2.666340434,0.1030011909,0,0,0,0,0,0,1,1,2,0.5,-1.281669622,-0.019030,0.779001,-1.6208456
010046,,-0.029239585,0.4476650374,,,-2.313500053,0.582813223,1.289393937,0,1,1,0,0,1,1,1,5,0.2,-0.004573488,-0.019030,0.779001,0.0185577834
010049,0.6987290924,,1.0287769037,,,,0.5114285572,0.5883436779,1,0,1,0,0,0,1,1,4,0.25,0.7068195578,-0.019030,0.779001,0.9317702946
010051,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010052,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010055,-1.141124426,0.6719089855,0.7819329251,1.149255,1.1084136071,0.7175129088,0.928222896,1.5051017091,1,1,1,1,1,1,1,1,8,0.125,0.7151529506,-0.019030,0.779001,0.9424678388
010056,-2.214372312,-0.118921379,0.2419617219,0.1421169351,-0.486292094,0.5230523741,-0.167877133,0.1569281339,1,1,1,1,1,1,1,1,8,0.125,-0.240425469,-0.019030,0.779001,-0.284204495
010058,,,,,,,,0.0490742479,0,0,0,0,0,0,0,1,1,1,0.0490742479,-0.019030,0.779001,0.0874251755
010059,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010061,,,1.0287769037,,,,-1.252463506,0.2647820199,0,0,1,0,0,0,1,1,3,0.3333333333,0.0136984725,-0.019030,0.779001,0.042013429
010062,,,,,,,1.0249376044,0.1569281339,0,0,0,0,0,0,1,1,2,0.5,0.5909328691,-0.019030,0.779001,0.783006999
010065,0.2387657127,,1.0287769037,,,,-2.675551359,-0.490195182,1,0,1,0,0,0,1,1,4,0.25,-0.474550981,-0.019030,0.779001,-0.584750513
010069,,,,,,,1.0249376044,-0.058779638,0,0,0,0,0,0,1,1,2,0.5,0.4830789831,-0.019030,0.779001,0.6445553812
010073,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010078,-0.834482173,-1.536165486,-1.751646244,0.3226795364,,-1.984042123,-1.547213094,-1.083391555,1,1,1,1,0,1,1,1,7,0.1428571429,-1.202037306,-0.019030,0.779001,-1.518621903
010079,0.2387657127,,0.2265339732,0.3093045289,,1.1916109066,0.2696417862,-0.004852695,1,0,1,1,0,1,1,1,6,0.1666666667,0.3718340354,-0.019030,0.779001,0.5017506707
010083,-1.601087806,0.9776423739,1.0287769037,,,0.0553828237,0.0854232939,-0.598049068,1,1,1,0,0,1,1,1,6,0.1666666667,-0.008651913,-0.019030,0.779001,0.013322325
010085,-3.594262451,0.9776423739,1.0287769037,1.149255,,1.1916109066,-0.108006123,-0.921610726,1,1,1,1,0,1,1,1,7,0.1428571429,-0.039513445,-0.019030,0.779001,-0.026294505
010086,,,,,,,,0.2647820199,0,0,0,0,0,0,0,1,1,1,0.2647820199,-0.019030,0.779001,0.364328411
010087,,-0.643423992,0.3653837112,0.8697173432,,-1.935828767,-0.411966635,-0.598049068,0,1,1,1,0,1,1,1,6,0.1666666667,-0.392361235,-0.019030,0.779001,-0.479243852
010089,,-1.552471267,0.480234729,1.149255,,,0.8269027252,0.3726359059,0,1,1,1,0,0,1,1,5,0.2,0.2553114186,-0.019030,0.779001,0.3521710366
010090,0.3920868393,-0.349919939,0.5522308895,0.6851422397,,-0.312645792,0.5321531376,-0.867683783,1,1,1,1,0,1,1,1,7,0.1428571429,0.0901947988,-0.019030,0.779001,0.1402114683
010091,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010092,-0.52783992,-0.905675299,0.555659278,0.1394419336,1.1084136071,-0.48460676,-0.550130504,0.0490742479,1,1,1,1,1,1,1,1,8,0.125,-0.076957927,-0.019030,0.779001,-0.074361842
010095,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010097,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010099,,,,,,,-0.446507602,-0.220560467,0,0,0,0,0,0,1,1,2,0.5,-0.333534035,-0.019030,0.779001,-0.403727602
010100,1.0053713456,0.252035132,-0.909976845,-1.107108766,,-0.362466259,0.4216220423,0.3187089629,1,1,1,1,0,1,1,1,7,0.1428571429,-0.054544912,-0.019030,0.779001,-0.045590341
010101,,,,,,,-3.792375968,-0.112706581,0,0,0,0,0,0,1,1,2,0.5,-1.952541275,-0.019030,0.779001,-2.482040955
010102,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010103,0.0854445862,0.4830336922,0.1459668413,0.0525043849,,-1.337983156,0.3156964092,-0.27448741,1,1,1,1,0,1,1,1,7,0.1428571429,-0.075689236,-0.019030,0.779001,-0.072733228
010104,-0.681161047,-0.010216174,-0.085449389,-0.047808171,0.61996384,-0.730494874,0.3318155273,-0.112706581,1,1,1,1,1,1,1,1,8,0.125,-0.089507109,-0.019030,0.779001,-0.090471178
010108,,,-1.389951248,,,,0.5574831803,0.2647820199,0,0,1,0,0,0,1,1,3,0.3333333333,-0.189228683,-0.019030,0.779001,-0.218483378
010110,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010112,,,,,,,1.0249376044,-2.000149586,0,0,0,0,0,0,1,1,2,0.5,-0.487605991,-0.019030,0.779001,-0.601509179
010113,-0.9878033,-0.753488012,-0.121447469,-0.038445666,-0.791573199,-0.095685691,0.3617510323,-1.8922957,1,1,1,1,1,1,1,1,8,0.125,-0.539873501,-0.019030,0.779001,-0.668604779
010114,,-0.741258677,0.2625320534,0.6129171992,,-1.027810568,-0.948502994,-0.490195182,0,1,1,1,0,1,1,1,6,0.1666666667,-0.388719695,-0.019030,0.779001,-0.474569221
010118,,,-1.926494063,,,,1.0249376044,0.4265628489,0,0,1,0,0,0,1,1,3,0.3333333333,-0.158331203,-0.019030,0.779001,-0.178820402
010120,,,,,,,,0.1030011909,0,0,0,0,0,0,0,1,1,1,0.1030011909,-0.019030,0.779001,0.1566509843
010125,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010126,,,,,,,1.0249376044,-0.220560467,0,0,0,0,0,0,1,1,2,0.5,0.4021885686,-0.019030,0.779001,0.5407166679
010128,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010129,,,,,,,1.0249376044,0.1030011909,0,0,0,0,0,0,1,1,2,0.5,0.5639693976,-0.019030,0.779001,0.7483940946
010130,,,,,,,-0.02280507,-0.436268239,0,0,0,0,0,0,1,1,2,0.5,-0.229536655,-0.019030,0.779001,-0.270226566
010131,-0.374518794,-4.609805151,-0.159159743,-0.0986332,,-2.464568568,0.3456319142,-0.058779638,1,1,1,1,0,1,1,1,7,0.1428571429,-1.059976169,-0.019030,0.779001,-1.336258569
010138,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010139,,-0.381172686,0.3465275739,0.8750673462,0.3954011293,-0.590676143,0.433135698,0.0490742479,0,1,1,1,1,1,1,1,7,0.1428571429,0.1610510238,-0.019030,0.779001,0.2311693312
010144,-0.9878033,0.0604422086,0.5505166952,1.149255,1.1084136071,-0.306217344,0.5482722557,-0.220560467,1,1,1,1,1,1,1,1,8,0.125,0.2377898319,-0.019030,0.779001,0.3296786433
010148,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010149,,-1.05106851,-0.952831702,1.149255,0.4492133918,0.209665562,0.5782077607,-0.651976011,0,1,1,1,1,1,1,1,7,0.1428571429,-0.03850493,-0.019030,0.779001,-0.024999877
01014F,-0.52783992,0.3539462615,-1.269957647,,,,,-0.544122125,1,1,1,0,0,0,0,1,4,0.25,-0.496993358,-0.019030,0.779001,-0.613559705
010150,,,,,,,1.0249376044,0.2108550769,0,0,0,0,0,0,1,1,2,0.5,0.6178963406,-0.019030,0.779001,0.8176199034
010157,,,,,,,1.0249376044,0.0490742479,0,0,0,0,0,0,1,1,2,0.5,0.5370059261,-0.019030,0.779001,0.7137811901
010158,-0.52783992,,,,,,1.0249376044,0.2108550769,1,0,0,0,0,0,1,1,3,0.3333333333,0.2359842537,-0.019030,0.779001,0.3273608295
010164,,,1.0287769037,,,,1.0249376044,0.2108550769,0,0,1,0,0,0,1,1,3,0.3333333333,0.7548565283,-0.019030,0.779001,0.9934351685
010168,-0.374518794,,,,,,,-0.112706581,1,0,0,0,0,0,0,1,2,0.5,-0.243612687,-0.019030,0.779001,-0.288295915
010169,,,,,,,-0.738954459,0.1030011909,0,0,0,0,0,0,1,1,2,0.5,-0.317976634,-0.019030,0.779001,-0.383756627
010173,,,,,,,-0.338279238,-0.975537669,0,0,0,0,0,0,1,1,2,0.5,-0.656908454,-0.019030,0.779001,-0.818842097
010174,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
010175,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
01019F,,,,,,,,0.2647820199,0,0,0,0,0,0,0,1,1,1,0.2647820199,-0.019030,0.779001,0.364328411
01021F,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
011300,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
011302,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
011304,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
011305,,,1.0287769037,,,,-0.365912012,,0,0,1,0,0,0,1,0,2,0.5,0.3314324458,-0.019030,0.779001,0.4498873058
011306,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
020001,-0.834482173,0.0156013117,-0.94768912,-0.038445666,1.1084136071,0.7303698036,0.0739096381,-0.112706581,1,1,1,1,1,1,1,1,8,0.125,-0.000628647,-0.019030,0.779001,0.0236217603
020006,-3.594262451,0.9776423739,1.0287769037,1.149255,,,1.0249376044,0.2108550769,1,1,1,1,0,0,1,1,6,0.1666666667,0.1328674179,-0.019030,0.779001,0.1949901449
020008,0.3920868393,,,,,,0.373264688,0.2108550769,1,0,0,0,0,0,1,1,3,0.3333333333,0.3254022014,-0.019030,0.779001,0.4421463043
020012,1.0053713456,,1.0287769037,-2.161059357,,,0.0071304347,-1.568734042,1,0,1,1,0,0,1,1,5,0.2,-0.337702943,-0.019030,0.779001,-0.409079214
020017,1.0053713456,0.6583208349,0.0756848752,-0.787446086,,1.1916109066,0.1038451431,0.2108550769,1,1,1,1,0,1,1,1,7,0.1428571429,0.3511774423,-0.019030,0.779001,0.4752338817
020018,,,,,,,1.0249376044,,0,0,0,0,0,0,1,0,1,1,1.0249376044,-0.019030,0.779001,1.3401372048
020024,-0.52783992,,,-2.427222006,,,-1.489644815,-1.137318498,1,0,0,1,0,0,1,1,4,0.25,-1.39550631,-0.019030,0.779001,-1.766977318
020026,0.0854445862,-0.057774702,0.3139578823,0.1488044389,,0.4957314725,0.2120735073,-3.617957877,1,1,1,1,0,1,1,1,7,0.1428571429,-0.345674384,-0.019030,0.779001,-0.419312122
021301,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021302,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021304,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021305,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021306,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021307,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021308,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021309,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021310,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021311,0.852050219,,,,,,1.0249376044,,1,0,0,0,0,0,1,0,2,0.5,0.9384939117,-0.019030,0.779001,1.2291697697
021312,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021313,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
021314,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
030002,,-0.102615599,0.3979534028,-0.820883605,-1.509759932,-0.108542586,0.0347632085,-2.485492073,0,1,1,1,1,1,1,1,7,0.1428571429,-0.656368169,-0.019030,0.779001,-0.818148536
030006,0.0854445862,-1.05650377,0.236819139,0.0391293774,-0.66325165,0.288414043,-0.400452979,-0.705902954,1,1,1,1,1,1,1,1,8,0.125,-0.272038026,-0.019030,0.779001,-0.324785413
030007,,,,-4.828035853,,,0.17753254,0.4804897919,0,0,0,1,0,0,1,1,3,0.3333333333,-1.390004507,-0.019030,0.779001,-1.759914675
030010,,0.9776423739,0.5368031408,1.149255,,-0.061936342,-0.451113065,0.750124507,0,1,1,1,0,1,1,1,6,0.1666666667,0.4834626025,-0.019030,0.779001,0.645047832
030011,-0.06787654,0.9776423739,0.8590716684,0.3213420357,,0.7464409222,0.7209770922,0.4265628489,1,1,1,1,0,1,1,1,7,0.1428571429,0.5691657716,-0.019030,0.779001,0.7550646597
030012,0.3920868393,0.9776423739,0.2762456078,1.149255,,1.1916109066,-0.365912012,-3.725811763,1,1,1,1,0,1,1,1,7,0.1428571429,-0.014983292,-0.019030,0.779001,0.0051947579
030013,-0.374518794,-0.063209962,-0.609992843,0.6182672022,-0.695332037,0.2803784837,-0.137941628,0.1030011909,1,1,1,1,1,1,1,1,8,0.125,-0.109918548,-0.019030,0.779001,-0.116673264
030014,0.3920868393,-0.472213295,-0.028880977,0.0953044089,-1.121690732,-0.539248563,0.0670014447,0.1030011909,1,1,1,1,1,1,1,1,8,0.125,-0.18807996,-0.019030,0.779001,-0.217008768
030016,,0.1419711122,1.0287769037,0.1608419456,,-2.233144461,-0.639937019,0.1569281339,0,1,1,1,0,1,1,1,6,0.1666666667,-0.230760564,-0.019030,0.779001,-0.271797694
030022,,0.4911865825,0.5419457237,-0.049145672,,0.8444747455,0.2696417862,0.5883436779,0,1,1,1,0,1,1,1,6,0.1666666667,0.4477411406,-0.019030,0.779001,0.599192329
030023,-0.06787654,0.9776423739,1.0287769037,-0.303270815,,0.7673333763,0.1729270777,0.6422706209,1,1,1,1,0,1,1,1,7,0.1428571429,0.4596861425,-0.019030,0.779001,0.6145260819
030024,,0.045495243,0.769933565,-0.136083221,,0.3398416224,0.3433291831,-2.323711244,0,1,1,1,0,1,1,1,6,0.1666666667,-0.160199142,-0.019030,0.779001,-0.181218268
030030,,0.9776423739,1.0287769037,,,1.1916109066,-0.734348997,0.3726359059,0,1,1,0,0,1,1,1,5,0.2,0.5672634187,-0.019030,0.779001,0.7526226167
030036,,0.6012506024,0.3722404884,0.7934798005,1.1084136071,-0.889598948,-0.225445412,-0.058779638,0,1,1,1,1,1,1,1,7,0.1428571429,0.2430800714,-0.019030,0.779001,0.3364697034
030037,,,,,,,-0.828760974,0.3187089629,0,0,0,0,0,0,1,1,2,0.5,-0.255026005,-0.019030,0.779001,-0.302947148
030038,0.2387657127,0.6325033487,0.5916573583,-0.903808652,,-0.098899915,0.387081075,0.5883436779,1,1,1,1,0,1,1,1,7,0.1428571429,0.2050918009,-0.019030,0.779001,0.287704307
030043,-0.221197667,0.9776423739,1.0287769037,,,,0.672619738,-0.058779638,1,1,1,0,0,0,1,1,5,0.2,0.4798123421,-0.019030,0.779001,0.6403620067
030055,-1.141124426,0.5632037807,0.6619393244,1.149255,,-0.245147094,0.4791903211,0.0490742479,1,1,1,1,0,1,1,1,7,0.1428571429,0.2166273077,-0.019030,0.779001,0.3025123926
030061,1.0053713456,0.0332659074,0.7202219305,0.4390421017,,-2.326356948,-0.669872524,-0.81375684,1,1,1,1,0,1,1,1,7,0.1428571429,-0.230297861,-0.019030,0.779001,-0.271203724
030062,,0.9776423739,-0.011739034,1.149255,,,-0.345187432,-1.730514871,0,1,1,1,0,0,1,1,5,0.2,0.0078912074,-0.019030,0.779001,0.0345586651
030064,,-0.026521955,0.1408242584,-0.141433224,0.5526985119,-0.309431568,-0.460323989,0.4265628489,0,1,1,1,1,1,1,1,7,0.1428571429,0.0260535547,-0.019030,0.779001,0.0578736004
030065,,-0.485801445,-0.09402036,0.4537546099,-1.047181445,0.1887731078,0.3156964092,-0.651976011,0,1,1,1,1,1,1,1,7,0.1428571429,-0.188679305,-0.019030,0.779001,-0.217778144
030069,0.2387657127,0.9776423739,1.0287769037,,,,0.1821380023,0.1030011909,1,1,1,0,0,0,1,1,5,0.2,0.5060648367,-0.019030,0.779001,0.6740622329
030071,,,,,,,-0.976135768,0.1569281339,0,0,0,0,0,0,1,1,2,0.5,-0.409603817,-0.019030,0.779001,-0.501378088
030073,,,,,,,1.0249376044,-0.436268239,0,0,0,0,0,0,1,1,2,0.5,0.2943346826,-0.019030,0.779001,0.4022650502
030078,,,,,,,1.0249376044,-0.81375684,0,0,0,0,0,0,1,1,2,0.5,0.1055903821,-0.019030,0.779001,0.1599747191
030083,,-0.181426872,1.0287769037,1.149255,,,0.2949718288,0.0490742479,0,1,1,1,0,0,1,1,5,0.2,0.4681302217,-0.019030,0.779001,0.6253657138
030084,,,,,,,1.0249376044,-0.759829897,0,0,0,0,0,0,1,1,2,0.5,0.1325538536,-0.019030,0.779001,0.1945876235
030085,0.2387657127,0.9776423739,1.0287769037,0.1889294614,0.4626664574,1.1916109066,-0.075767887,0.857978393,1,1,1,1,1,1,1,1,8,0.125,0.6088252902,-0.019030,0.779001,0.805975431
030087,1.0053713456,0.2764938031,0.2231055846,-0.586820974,-0.401434296,0.2000228908,0.0439741331,-0.166633524,1,1,1,1,1,1,1,1,8,0.125,0.0742598705,-0.019030,0.779001,0.1197558621
030088,,0.9776423739,0.3825256541,-0.328683329,,-0.468535642,-0.957713918,1.181540051,0,1,1,1,0,1,1,1,6,0.1666666667,0.1311291983,-0.019030,0.779001,0.1927587991
030089,,0.1881708242,0.295101745,0.1300794284,0.491642291,0.2273437924,-0.211629025,-0.921610726,0,1,1,1,1,1,1,1,7,0.1428571429,0.0284426186,-0.019030,0.779001,0.0609404325
030092,0.5454079659,-0.682829629,0.6345122157,0.3521045529,,-0.31103868,0.1890461958,-1.029464612,1,1,1,1,0,1,1,1,7,0.1428571429,-0.043180284,-0.019030,0.779001,-0.031001612
030093,0.2387657127,0.4680867265,0.5950857469,-0.997433704,,-0.291753337,-0.257683648,0.911905336,1,1,1,1,0,1,1,1,7,0.1428571429,0.0952818333,-0.019030,0.779001,0.1467416747
030094,0.2387657127,0.7833318204,1.0287769037,1.149255,,0.6050150788,0.2535226681,-0.651976011,1,1,1,1,0,1,1,1,7,0.1428571429,0.4866701675,-0.019030,0.779001,0.6491653708
030101,,0.9776423739,1.0287769037,,,,-0.071162425,0.6961975639,0,1,1,0,0,0,1,1,4,0.25,0.6578636043,-0.019030,0.779001,0.8689257257
030103,-0.52783992,-0.133868345,0.4922340891,0.3293670402,1.1084136071,0.3350202868,-0.190904444,1.019759222,1,1,1,1,1,1,1,1,8,0.125,0.304022692,-0.019030,0.779001,0.4147015104
030105,,-0.351278754,0.0773990695,,,,-0.616909708,-0.81375684,0,1,1,0,0,0,1,1,4,0.25,-0.426136558,-0.019030,0.779001,-0.522601105
030107,1.1586924721,,,,,,,0.857978393,1,0,0,0,0,0,0,1,2,0.5,1.0083354326,-0.019030,0.779001,1.3188250608
030108,-0.06787654,,,,,,,0.5883436779,1,0,0,0,0,0,0,1,2,0.5,0.2602335688,-0.019030,0.779001,0.3584895818
030110,,0.7534378891,-0.011739034,0.4858546279,,-0.243539982,-0.586974203,0.1030011909,0,1,1,1,0,1,1,1,6,0.1666666667,0.0833400816,-0.019030,0.779001,0.1314120941
030111,,0.411016494,0.1545378128,0.3026170252,,-3.157233778,-0.207023563,0.5344167349,0,1,1,1,0,1,1,1,6,0.1666666667,-0.326944879,-0.019030,0.779001,-0.395269128
030112,-3.594262451,,,,,,,0.2647820199,1,0,0,0,0,0,0,1,2,0.5,-1.664740216,-0.019030,0.779001,-2.112591846
030113,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
030114,-0.681161047,0.9776423739,-1.619653284,1.149255,,,-1.358389139,0.857978393,1,1,1,1,0,0,1,1,6,0.1666666667,-0.11238795,-0.019030,0.779001,-0.119843226
030115,,-0.523848267,0.3430991853,-0.121370713,0.5154438686,-0.243539982,-0.12182251,-0.921610726,0,1,1,1,1,1,1,1,7,0.1428571429,-0.153378449,-0.019030,0.779001,-0.172462571
030117,,,,,,,1.0249376044,0.2647820199,0,0,0,0,0,0,1,1,2,0.5,0.6448598121,-0.019030,0.779001,0.8522328079
030119,0.852050219,-0.998074723,-0.537996683,0.4430546039,1.1084136071,0.6676924412,0.3985947307,-0.382341296,1,1,1,1,1,1,1,1,8,0.125,0.1939241125,-0.019030,0.779001,0.2733683884
030121,-0.834482173,0.2887231387,0.5916573583,1.149255,0.3653904444,0.1469881995,0.8660491548,0.6422706209,1,1,1,1,1,1,1,1,8,0.125,0.4019814679,-0.019030,0.779001,0.5404508136
030122,,-0.618965321,-1.56651326,0.2838920147,0.7876097346,0.8123325083,0.4078056553,-0.27448741,0,1,1,1,1,1,1,1,7,0.1428571429,-0.024046583,-0.019030,0.779001,-0.006439753
030123,-0.06787654,0.0047307912,-0.042594531,-2.658609636,,0.1550237588,-0.697505298,1.451174766,1,1,1,1,0,1,1,1,7,0.1428571429,-0.265093813,-0.019030,0.779001,-0.315871153
03012F,-0.06787654,0.4368339802,0.0911126238,,,,,0.6961975639,1,1,1,0,0,0,0,1,4,0.25,0.2890669069,-0.019030,0.779001,0.3955028268
030130,,,-1.259672481,0.2972670222,,,0.7969672202,0.0490742479,0,0,1,1,0,0,1,1,4,0.25,-0.029090998,-0.019030,0.779001,-0.012915249
030131,2.6919037378,,,,,,,1.289393937,1,0,0,0,0,0,0,1,2,0.5,1.9906488374,-0.019030,0.779001,2.5798169923
030134,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
030136,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
030138,,,,-0.101308201,,,1.0249376044,0.3187089629,0,0,0,1,0,0,1,1,3,0.3333333333,0.4141127886,-0.019030,0.779001,0.5560237432
030139,,,,,,,-4.100941943,0.1030011909,0,0,0,0,0,0,1,1,2,0.5,-1.998970376,-0.019030,0.779001,-2.541641814
03013F,-0.221197667,-0.142021235,0.17339395,,,,,-1.460880156,1,1,1,0,0,0,0,1,4,0.25,-0.412676277,-0.019030,0.779001,-0.505322194
030146,,0.9776423739,1.0287769037,0.0739043969,,,1.0249376044,0.5883436779,0,1,1,1,0,0,1,1,5,0.2,0.7387209914,-0.019030,0.779001,0.9727220419
030147,,,,,,,-0.259986379,0.2108550769,0,0,0,0,0,0,1,1,2,0.5,-0.024565651,-0.019030,0.779001,-0.007106079
030148,,,1.0287769037,,,,0.6173541903,0.2647820199,0,0,1,0,0,0,1,1,3,0.3333333333,0.636971038,-0.019030,0.779001,0.8421060189
030152,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
030153,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
030154,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
03033F,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
031300,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
031301,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
031302,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
031304,,,,,,,,,0,0,0,0,0,0,0,0,0,,,-0.019030,0.779001,
