PROVIDER_ID,std_EDAC_30_AMI,std_EDAC_30_HF,std_EDAC_30_PN,std_OP_32,std_READM_30_CABG,std_READM_30_COPD,std_READM_30_HIP_KNEE,std_READM_30_HOSP_WIDE,std_OP_35_ADM,std_OP_35_ED,std_OP_36,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,total_cnt,measure_wt,score_before_std,Mean,StdDev,grp_score
010001,1.0242728709,-0.368843082,-0.44812688,0.2899733314,0.6074990774,0.8593817676,0.1924519392,0.7683592821,-1.028886475,0.627910307,-0.257980078,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,0.2060010965,0.013108,0.533730,0.3614061185
010005,,-0.330781493,0.5483598538,-1.035150204,,2.448388262,1.0383738259,1.653525837,1.891523058,-0.071402726,-2.992837509,0,1,1,1,0,1,1,1,1,1,1,9,0.1111111111,0.3499998784,0.013108,0.533730,0.6312031549
010006,-0.541851828,0.368600205,-0.017925559,1.1054339683,-0.951608837,0.8593817676,0.1924519392,-0.116807273,,,-1.283551615,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,-0.042875248,0.013108,0.533730,-0.104890188
010007,,-0.85888604,-0.764193157,-0.219689567,,-0.431686009,0.1924519392,-0.706918309,,,-0.599837257,0,1,1,1,0,1,1,1,0,0,1,7,0.1428571429,-0.484108343,0.013108,0.533730,-0.931587329
010008,,,,0.2899733314,,,,-1.001973828,,,,0,0,0,1,0,0,0,1,0,0,0,2,0.5,-0.356000248,0.013108,0.533730,-0.691563186
010011,0.9436635114,-1.291836614,-0.096942128,0.391905911,-1.43133435,-0.133747291,0.3616363166,-1.887140383,,,0.4257342795,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,-0.30200675,0.013108,0.533730,-0.590400623
010012,-0.21941439,-1.234744231,-0.035484796,-0.423554726,,-0.034434386,0.7000050712,-1.001973828,,,0.4257342795,1,1,1,1,0,1,1,1,0,0,1,8,0.125,-0.227983376,0.013108,0.533730,-0.451709957
010016,-1.388250103,-0.245142917,-1.352427616,0.5957710702,-0.951608837,0.462130144,-0.991838702,0.6208315229,,,0.0838771007,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,-0.351850926,0.013108,0.533730,-0.68378899
010018,,,,,,,,,,,0.4257342795,0,0,0,0,0,0,0,0,0,0,1,1,1,0.4257342795,0.013108,0.533730,0.7730996119
010019,,-0.364085383,-0.505194402,-1.340947943,,-0.332373103,0.7000050712,0.3257760046,,,0.4257342795,0,1,1,1,0,1,1,1,0,0,1,7,0.1428571429,-0.155869354,0.013108,0.533730,-0.316596665
010021,,-0.421177766,-0.136450413,0.7996362295,,0.2635043322,,-0.264335032,,,,0,1,1,1,0,1,0,1,0,0,0,5,0.2,0.0482354701,0.013108,0.533730,0.0658154346
010022,,,0.7063929921,0.2899733314,,,,-0.116807273,,,,0,0,1,1,0,0,0,1,0,0,0,3,0.3333333333,0.2931863502,0.013108,0.533730,0.5247569661
010023,-0.334570618,-1.177651847,-2.081135977,-1.850610841,-1.551265728,0.3628172381,-0.48428557,-1.592084864,2.0375435346,0.3948059626,-0.257980078,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,-0.594038072,0.013108,0.533730,-1.13755237
010024,-1.394007914,-0.378358479,-1.242682381,-0.321622146,0.9672932116,0.6607559558,,-1.149501587,1.1614206748,0.8610146514,0.7675914583,1,1,1,1,1,1,0,1,1,1,1,10,0.1,-0.006809656,0.013108,0.533730,-0.037317464
010029,-2.430413965,-2.34328801,0.0435317728,0.6977036498,-1.071540215,0.9586946735,0.1924519392,1.2109425595,0.7963694832,0.627910307,1.4513058159,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,0.0121516373,0.013108,0.533730,-0.001791465
010033,-0.570640885,-0.278446808,-1.571918086,0.4938384906,-1.071540215,0.3628172381,-0.822654325,-2.034668142,0.7233592449,0.8610146514,0.7675914583,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,-0.285567943,0.013108,0.533730,-0.55960077
010034,,,,0.391905911,,,,-1.444557105,,,,0,0,0,1,0,0,0,1,0,0,0,2,0.5,-0.526325597,0.013108,0.533730,-1.010685846
010035,,0.7682468893,0.5746987102,0.1880407518,,-0.828937633,0.0232675619,-2.772306938,,,0.4257342795,0,1,1,1,0,1,1,1,0,0,1,7,0.1428571429,-0.231608054,0.013108,0.533730,-0.458501177
010036,,-1.406021381,0.3069203368,-2.360273739,,0.6607559558,-1.330207457,0.6208315229,,,0.4257342795,0,1,1,1,0,1,1,1,0,0,1,7,0.1428571429,-0.440322926,0.013108,0.533730,-0.849550693
010039,0.1606011619,-0.359327684,-0.500804593,0.1880407518,1.806812858,0.0648785204,-2.176129343,-0.116807273,1.0884104365,0.9775668235,1.1094486371,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,0.203880936,0.013108,0.533730,0.3574337723
010040,-0.812468963,-0.621001109,-0.250585457,-1.442880522,-0.951608837,0.2635043322,-0.145916815,-0.854446069,,,0.4257342795,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,-0.487741018,0.013108,0.533730,-0.938393532
010044,,1.6769673262,1.3385255457,-0.015824407,,,,0.9158870412,,,,0,1,1,1,0,0,0,1,0,0,0,4,0.25,0.9788888764,0.013108,0.533730,1.8094935933
010045,,0.2496577394,0.7151726109,-0.729352465,,-0.828937633,,-0.854446069,,,,0,1,1,1,0,1,0,1,0,0,0,5,0.2,-0.289581163,0.013108,0.533730,-0.567119964
010046,-0.081226917,-0.61624341,-0.821260679,0.7996362295,,-0.828937633,,-0.264335032,,,0.0838771007,1,1,1,1,0,1,0,1,0,0,1,7,0.1428571429,-0.246927191,0.013108,0.533730,-0.487203211
010049,,0.1687768628,-0.004756131,0.0861081721,,-0.729624727,0.8691894486,0.4733037638,,,0.7675914583,0,1,1,1,0,1,1,1,0,0,1,7,0.1428571429,0.232941264,0.013108,0.533730,0.4118813883
010051,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.013108,0.533730,
010052,,,0.7722401331,,,,,-1.149501587,,,,0,0,1,0,0,0,0,1,0,0,0,2,0.5,-0.188630727,0.013108,0.533730,-0.377978583
010055,-0.645492433,-0.906463026,0.4122757624,-0.321622146,-2.150922618,0.9586946735,-1.837760589,-0.264335032,,,-0.941694436,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,-0.633035538,0.013108,0.533730,-1.210618272
010056,0.0972652366,-0.454481657,-0.465686118,1.717029446,-1.551265728,0.462130144,0.5308206939,-1.001973828,,,1.7931629948,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,0.1252223539,0.013108,0.533730,0.2100585512
010058,,,1.3648644021,,,,,0.6208315229,,,,0,0,1,0,0,0,0,1,0,0,0,2,0.5,0.9928479625,0.013108,0.533730,1.835647426
010059,,,-0.035484796,,,,,-0.55939055,,,,0,0,1,0,0,0,0,1,0,0,0,2,0.5,-0.297437673,0.013108,0.533730,-0.581839972
010061,,0.6921237113,-0.483245355,1.0035013887,,0.0648785204,,0.7683592821,,,-1.625408793,0,1,1,1,0,1,0,1,0,0,1,6,0.1666666667,0.0700347923,0.013108,0.533730,0.1066587837
010062,,,0.6185968041,-0.933217624,,,,0.3257760046,,,,0,0,1,1,0,0,0,1,0,0,0,3,0.3333333333,0.0037183949,0.013108,0.533730,-0.017592041
010065,,1.8577598739,-0.017925559,0.6977036498,,-0.034434386,1.0383738259,0.7683592821,1.0884104365,-1.35347662,-0.257980078,0,1,1,1,0,1,1,1,1,1,1,9,0.1111111111,0.4207544917,0.013108,0.533730,0.7637694498
010069,,-1.077740176,0.9741713655,0.1880407518,,,,-2.034668142,,,,0,1,1,1,0,0,0,1,0,0,0,4,0.25,-0.48754905,0.013108,0.533730,-0.93803386
010073,,,0.2235139582,-0.015824407,,,,0.7683592821,,,,0,0,1,1,0,0,0,1,0,0,0,3,0.3333333333,0.3253496109,0.013108,0.533730,0.5850182565
010078,-1.710687541,-0.13095815,-0.935395723,-1.137082783,,2.8456398856,-2.006944966,-1.001973828,0.8693797215,0.627910307,-0.257980078,1,1,1,1,0,1,1,1,1,1,1,10,0.1,-0.283809316,0.013108,0.533730,-0.556305794
010079,,1.4105362034,-1.738730843,-2.054476,,-0.233060197,-0.48428557,-0.264335032,,,-2.309123151,0,1,1,1,0,1,1,1,0,0,1,7,0.1428571429,-0.81049637,0.013108,0.533730,-1.543110019
010083,1.4906555937,1.3201399295,0.0391419634,-1.137082783,,0.9586946735,-1.330207457,0.1782482455,,,0.0838771007,1,1,1,1,0,1,1,1,0,0,1,8,0.125,0.2004334083,0.013108,0.533730,0.3509744624
010085,,-0.035804178,0.1137687232,0.2899733314,,-0.729624727,-0.991838702,0.3257760046,,,0.7675914583,0,1,1,1,0,1,1,1,0,0,1,7,0.1428571429,-0.037165441,0.013108,0.533730,-0.094192258
010086,,1.0441934094,0.3947165248,0.9015688091,,1.6538850148,,2.5386923919,,,,0,1,1,1,0,1,0,1,0,0,0,5,0.2,1.30661123,0.013108,0.533730,2.4235162855
010087,,-3.27579694,-2.357693969,-0.627419885,,,,-0.116807273,0.2122875767,0.7444624792,0.4257342795,0,1,1,1,0,0,0,1,1,1,1,7,0.1428571429,-0.713604819,0.013108,0.533730,-1.36157339
010089,,-1.691483299,0.3332591932,0.6977036498,,-0.034434386,,0.4733037638,,,0.7675914583,0,1,1,1,0,1,0,1,0,0,1,6,0.1666666667,0.0909900635,0.013108,0.533730,0.1459207135
010090,-0.461242469,-0.040561877,-1.290970285,0.9015688091,0.1277735651,0.9586946735,0.3616363166,-0.411862791,,,0.7675914583,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,0.1014030446,0.013108,0.533730,0.1654305414
010091,,,,-0.219689567,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.219689567,0.013108,0.533730,-0.436170624
010092,-1.204000138,-0.839855245,-1.295360094,0.5957710702,-0.112089191,-2.517257033,-1.330207457,-0.55939055,1.5994821047,0.8610146514,0.7675914583,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,-0.366754584,0.013108,0.533730,-0.711712578
010095,,,,,,,,-0.116807273,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.116807273,0.013108,0.533730,-0.243409701
010097,,,-0.553482306,0.2899733314,,,,-0.411862791,,,,0,0,1,1,0,0,0,1,0,0,0,3,0.3333333333,-0.225123922,0.013108,0.533730,-0.446352466
010099,,-0.730428177,1.1058656475,-1.035150204,,,,0.3257760046,-1.539958143,0.1617016183,,0,1,1,1,0,0,0,1,1,1,0,6,0.1666666667,-0.285365542,0.013108,0.533730,-0.55922155
010100,1.3927728001,-0.188050534,-0.632498875,0.4938384906,0.7274304554,-1.12687635,0.8691894486,-1.887140383,,,0.4257342795,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,0.0082665925,0.013108,0.533730,-0.009070509
010101,,-1.577298532,-2.353304159,-0.423554726,,,,-0.116807273,,,,0,1,1,1,0,0,0,1,0,0,0,4,0.25,-1.117741172,0.013108,0.533730,-2.118765841
010102,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.013108,0.533730,
010103,-0.927625191,0.5398773554,-0.557872115,0.9015688091,-0.711746081,0.6607559558,0.0232675619,0.0307204863,,,-1.283551615,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,-0.147178315,0.013108,0.533730,-0.300313079
010104,-0.121531596,-0.901705327,0.2498528146,-0.117756987,-2.270853996,-0.034434386,-0.145916815,-0.854446069,0.7233592449,1.0941189957,-1.283551615,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,-0.332987794,0.013108,0.533730,-0.648446905
010108,,-0.668578095,-0.123280984,-0.627419885,,0.7600688617,,-1.297029346,,,,0,1,1,1,0,1,0,1,0,0,0,5,0.2,-0.39124789,0.013108,0.533730,-0.757603392
010110,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.013108,0.533730,
010112,,-0.354569986,0.3771572872,-0.219689567,,,,0.9158870412,,,0.7675914583,0,1,1,1,0,0,0,1,0,0,1,5,0.2,0.2972752469,0.013108,0.533730,0.5324179489
010113,-1.935242185,-0.321266095,-0.07938289,0.391905911,-1.43133435,-1.226189256,0.5308206939,-0.116807273,1.4534616281,-0.654163587,0.4257342795,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,-0.269314829,0.013108,0.533730,-0.529148832
010114,,-1.172894149,-1.39632571,-1.340947943,,0.6607559558,,0.4733037638,,,-0.257980078,0,1,1,1,0,1,0,1,0,0,1,6,0.1666666667,-0.50568136,0.013108,0.533730,-0.972006672
010118,,0.7063968072,-2.2786774,-0.015824407,,0.7600688617,,-1.001973828,,,,0,1,1,1,0,1,0,1,0,0,0,5,0.2,-0.366001993,0.013108,0.533730,-0.710302519
010120,,0.7682468893,0.0259725352,-1.544813102,,,,0.4733037638,,,,0,1,1,1,0,0,0,1,0,0,0,4,0.25,-0.069322478,0.013108,0.533730,-0.154441888
010125,,-0.716155081,-0.312042789,,,1.2566333912,,0.6208315229,,,,0,1,1,0,0,1,0,1,0,0,0,4,0.25,0.2123167611,0.013108,0.533730,0.3732391881
010126,,0.2639308353,0.363987859,1.0035013887,,,,-1.001973828,,,,0,1,1,1,0,0,0,1,0,0,0,4,0.25,0.1573615638,0.013108,0.533730,0.2702747798
010128,,-0.249900616,0.2059547206,,,,,0.4733037638,,,,0,1,1,0,0,0,0,1,0,0,0,3,0.3333333333,0.1431192895,0.013108,0.533730,0.2435903638
010129,,1.1869243681,-1.251462,0.1880407518,,,,-0.264335032,-0.225773853,-1.120372276,,0,1,1,1,0,0,0,1,1,1,0,6,0.1666666667,-0.247829674,0.013108,0.533730,-0.488894107
010130,,-0.78752056,-0.470075927,1.3092991276,,0.3628172381,,-0.411862791,,,,0,1,1,1,0,1,0,1,0,0,0,5,0.2,0.0005314174,0.013108,0.533730,-0.023563183
010131,0.3390933151,-1.605844723,-0.382279739,1.8189620256,,-0.233060197,0.1924519392,0.3257760046,,,1.4513058159,1,1,1,1,0,1,1,1,0,0,1,8,0.125,0.2383005551,0.013108,0.533730,0.4219225903
010138,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.013108,0.533730,
010139,-0.67428149,-1.429809874,-3.125910614,-0.219689567,0.4875676993,0.462130144,,0.9158870412,,,0.4257342795,1,1,1,1,1,1,0,1,0,0,1,8,0.125,-0.394796548,0.013108,0.533730,-0.76425218
010144,-1.693414107,-1.72002949,-1.708002178,0.391905911,-0.471883325,-1.12687635,0.0232675619,0.3257760046,,,-0.599837257,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,-0.731010359,0.013108,0.533730,-1.394184521
010148,,0.2163538491,0.7063929921,-1.137082783,,0.5614430499,,-1.887140383,,,,0,1,1,1,0,1,0,1,0,0,0,5,0.2,-0.308006655,0.013108,0.533730,-0.601642083
010149,,-0.768489766,-1.290970285,1.9208946053,,1.3559462971,,0.6208315229,,,1.1094486371,0,1,1,1,0,1,0,1,0,0,1,6,0.1666666667,0.4912768353,0.013108,0.533730,0.8959005626
01014F,0.6039526392,0.8634008617,-0.658837731,,,-0.530998915,-0.145916815,-0.116807273,,,,1,1,1,0,0,1,1,1,0,0,0,6,0.1666666667,0.0024654611,0.013108,0.533730,-0.019939546
010150,,0.5589081499,,0.0861081721,,,,0.3257760046,,,,0,1,0,1,0,0,0,1,0,0,0,3,0.3333333333,0.3235974422,0.013108,0.533730,0.5817353821
010157,,,,,,,,0.4733037638,,,0.7675914583,0,0,0,0,0,0,0,1,0,0,1,2,0.5,0.620447611,0.013108,0.533730,1.137915752
010158,,,-0.474465736,0.1880407518,,0.8593817676,-1.668576211,0.1782482455,,,-0.257980078,0,0,1,1,0,1,1,1,0,0,1,6,0.1666666667,-0.195891877,0.013108,0.533730,-0.39158312
010164,,-1.553510039,0.0259725352,-0.423554726,,0.7600688617,,-0.706918309,-0.152763615,0.7444624792,0.4257342795,0,1,1,1,0,1,0,1,1,1,1,8,0.125,-0.110063567,0.013108,0.533730,-0.230774651
010168,,,,0.4938384906,,,0.1924519392,0.7683592821,,,-0.257980078,0,0,0,1,0,0,1,1,0,0,1,4,0.25,0.2991674084,0.013108,0.533730,0.5359631149
010169,,-0.13095815,,0.2899733314,,0.462130144,,-0.706918309,,,,0,1,0,1,0,1,0,1,0,0,0,4,0.25,-0.021443246,0.013108,0.533730,-0.064735053
010173,,,1.0005102219,-0.321622146,,,,-0.264335032,,,,0,0,1,1,0,0,0,1,0,0,0,3,0.3333333333,0.1381843479,0.013108,0.533730,0.2343442257
010174,,,,-1.748678261,,,,-0.116807273,,,,0,0,0,1,0,0,0,1,0,0,0,2,0.5,-0.932742767,0.013108,0.533730,-1.772151648
010175,,,0.517631188,,,,,-0.116807273,,,,0,0,1,0,0,0,0,1,0,0,0,2,0.5,0.2004119576,0.013108,0.533730,0.3509342722
01019F,,1.3915054089,1.4526605901,,,1.5545721089,,1.8010535961,,,,0,1,1,0,0,1,0,1,0,0,0,4,0.25,1.549947926,0.013108,0.533730,2.8794334713
01021F,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.013108,0.533730,
011300,,,,,,,,-0.116807273,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.116807273,0.013108,0.533730,-0.243409701
011302,,,,,,,,0.6208315229,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0.6208315229,0.013108,0.533730,1.1386350517
011304,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.013108,0.533730,
011305,,-0.735185875,-1.628985608,-1.340947943,,,,-0.116807273,,,,0,1,1,1,0,0,0,1,0,0,0,4,0.25,-0.955481675,0.013108,0.533730,-1.814755411
011306,,,-0.487635165,0.2899733314,,,,0.1782482455,,,,0,0,1,1,0,0,0,1,0,0,0,3,0.3333333333,-0.006471196,0.013108,0.533730,-0.036683324
020001,-0.017890991,0.1259575752,-1.339258188,-1.239015363,1.2071559677,1.5545721089,-0.991838702,2.8337479102,-0.444804568,-0.654163587,0.4257342795,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,0.1327451311,0.013108,0.533730,0.2241532745
020006,0.9206322658,0.2829616298,1.1980516449,-1.442880522,,1.2566333912,-2.345313721,1.2109425595,-0.006743138,-0.187954898,0.0838771007,1,1,1,1,0,1,1,1,1,1,1,10,0.1,0.0970206312,0.013108,0.533730,0.1572196237
020008,,0.254415438,0.5527496632,-0.831285044,,-0.530998915,0.5308206939,0.0307204863,0.7233592449,0.5113581348,-0.599837257,0,1,1,1,0,1,1,1,1,1,1,9,0.1111111111,0.0712558272,0.013108,0.533730,0.1089465224
020012,0.8515385291,2.0861294078,1.7336083916,-0.729352465,,0.2635043322,0.7000050712,1.2109425595,,,-0.257980078,1,1,1,1,0,1,1,1,0,0,1,8,0.125,0.7322994686,0.013108,0.533730,1.3474821057
020017,0.2009058417,-1.539236943,-2.173321974,0.6977036498,-0.232020569,-2.219318315,0.0232675619,0.7683592821,,,-5.727694939,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,-1.133484045,0.013108,0.533730,-2.148261787
020018,,-1.120559464,1.4131523055,,,,,0.6208315229,,,,0,1,1,0,0,0,0,1,0,0,0,3,0.3333333333,0.3044747882,0.013108,0.533730,0.5459070554
020024,,-1.329898203,-1.773849319,1.3092991276,,-2.219318315,1.2075582032,-0.706918309,0.4313182916,-1.120372276,-0.599837257,0,1,1,1,0,1,1,1,1,1,1,9,0.1111111111,-0.533557562,0.013108,0.533730,-1.024235701
020026,,-1.044436286,-0.386669548,,,1.1573204853,0.0232675619,0.6208315229,-0.80985576,0.5113581348,,0,1,1,0,0,1,1,1,1,1,0,7,0.1428571429,0.0102594444,0.013108,0.533730,-0.005336689
021301,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.013108,0.533730,
021302,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.013108,0.533730,
021304,,,,,,,,-0.116807273,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.116807273,0.013108,0.533730,-0.243409701
021305,,,,,,,,0.3257760046,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0.3257760046,0.013108,0.533730,0.5858171505
021306,,,,,,,,-0.116807273,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.116807273,0.013108,0.533730,-0.243409701
021307,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.013108,0.533730,
021308,,0.0498343973,,,,-0.431686009,,0.4733037638,,,,0,1,0,0,0,1,0,1,0,0,0,3,0.3333333333,0.0304840506,0.013108,0.533730,0.0325562618
021309,,,,,,,,-0.264335032,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.264335032,0.013108,0.533730,-0.519818652
021310,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0.013108,0.533730,
021311,,-0.535362533,2.176979141,,,,0.3616363166,0.1782482455,,,,0,1,1,0,0,0,1,1,0,0,0,4,0.25,0.5453752924,0.013108,0.533730,0.9972597769
021312,,,-1.290970285,,,-1.921379598,,-1.887140383,,,,0,0,1,0,0,1,0,1,0,0,0,3,0.3333333333,-1.699830088,0.013108,0.533730,-3.209371347
021313,,,-1.150496384,,,,,0.4733037638,-0.006743138,-0.537611415,,0,0,1,0,0,0,0,1,1,1,0,4,0.25,-0.305386793,0.013108,0.533730,-0.596733494
021314,,-0.37360078,-0.413008405,,,-0.729624727,,-0.264335032,,,,0,1,1,0,0,1,0,1,0,0,0,4,0.25,-0.445142236,0.013108,0.533730,-0.858580183
030002,1.611569633,-0.216596726,-1.997729598,1.2073665479,1.2071559677,0.9586946735,,-0.116807273,0.6503490066,0.8610146514,-0.941694436,1,1,1,1,1,1,0,1,1,1,1,10,0.1,0.3223322448,0.013108,0.533730,0.5793649001
030006,-1.319156366,-0.630516506,-0.527143449,0.0861081721,-0.112089191,0.5614430499,0.0232675619,0.7683592821,0.5043285299,0.627910307,0.7675914583,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,0.0681911681,0.013108,0.533730,0.1032045577
030007,0.1951480303,1.2345013543,0.2718018616,0.2899733314,,1.6538850148,,1.5059980778,0.6503490066,0.3948059626,0.7675914583,1,1,1,1,0,1,0,1,1,1,1,9,0.1111111111,0.7737837886,0.013108,0.533730,1.4252073924
030010,1.2718587608,0.4827849719,-0.939785533,-0.117756987,-0.232020569,-0.530998915,,0.3257760046,,,0.0838771007,1,1,1,1,1,1,0,1,0,0,1,8,0.125,0.0429668543,0.013108,0.533730,0.0559441223
030011,1.0588197393,-0.383116177,0.1049891044,0.1880407518,,1.0580075794,0.5308206939,0.7683592821,,,0.0838771007,1,1,1,1,0,1,1,1,0,0,1,8,0.125,0.4262247593,0.013108,0.533730,0.7740185779
030012,-0.236687824,-0.768489766,-0.386669548,-0.831285044,-0.112089191,0.0648785204,1.2075582032,-0.854446069,0.4313182916,0.627910307,-0.599837257,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,-0.132530852,0.013108,0.533730,-0.272869501
030013,-0.363359675,-1.229986532,0.0435317728,1.1054339683,0.6074990774,0.5614430499,-0.315101193,1.2109425595,0.3583080533,0.9775668235,0.4257342795,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,0.3074556531,0.013108,0.533730,0.551492023
030014,0.5521323367,-0.211839027,0.2498528146,1.0035013887,,1.7531979207,0.7000050712,-0.411862791,-1.174906951,0.627910307,-0.257980078,1,1,1,1,0,1,1,1,1,1,1,10,0.1,0.2830010991,0.013108,0.533730,0.5056738147
030016,-0.271234693,-0.126200452,-2.326965303,0.2899733314,,-1.325502162,,-1.592084864,,,0.4257342795,1,1,1,1,0,1,0,1,0,0,1,7,0.1428571429,-0.703754266,0.013108,0.533730,-1.343117332
030022,,-0.835097547,-0.44812688,,,,,-0.55939055,,,,0,1,1,0,0,0,0,1,0,0,0,3,0.3333333333,-0.614204992,0.013108,0.533730,-1.175337241
030023,1.0588197393,0.6160005334,-0.206687363,0.391905911,-1.191471594,0.462130144,0.8691894486,0.4733037638,0.7233592449,0.0451494461,0.7675914583,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,0.3644809757,0.013108,0.533730,0.6583350312
030024,0.454249543,0.1735345614,-0.342771454,-0.117756987,-1.071540215,-0.431686009,,0.3257760046,-0.006743138,0.3948059626,0.4257342795,1,1,1,1,1,1,0,1,1,1,1,10,0.1,-0.019639745,0.013108,0.533730,-0.061356002
030030,,0.8063084783,0.1532770078,-0.117756987,,0.0648785204,,0.4733037638,,,-0.941694436,0,1,1,1,0,1,0,1,0,0,1,6,0.1666666667,0.0730527246,0.013108,0.533730,0.1123132008
030036,0.3621245607,0.8919470535,0.2849712898,-1.035150204,-0.831677459,0.6607559558,,0.1782482455,0.9423899598,0.1617016183,0.7675914583,1,1,1,1,1,1,0,1,1,1,1,10,0.1,0.2382902479,0.013108,0.533730,0.4219032785
030037,,-1.696240997,,,,,,-0.854446069,,,-0.599837257,0,1,0,0,0,0,0,1,0,0,1,3,0.3333333333,-1.050174774,0.013108,0.533730,-1.992173006
030038,-0.063953482,-1.244259628,0.3815470966,-0.015824407,,0.0648785204,-0.145916815,-0.706918309,,,0.4257342795,1,1,1,1,0,1,1,1,0,0,1,8,0.125,-0.163089093,0.013108,0.533730,-0.330123615
030043,-0.397906543,-1.011132396,0.8073586083,0.2899733314,,-0.332373103,-0.653469947,-1.001973828,,,-2.309123151,1,1,1,1,0,1,1,1,0,0,1,8,0.125,-0.576080879,0.013108,0.533730,-1.103907659
030055,1.0300306823,0.1069267807,-0.426177833,0.6977036498,,1.5545721089,-1.161023079,0.9158870412,0.285297815,-1.586580964,0.7675914583,1,1,1,1,0,1,1,1,1,1,1,10,0.1,0.2184227659,0.013108,0.533730,0.3846794377
030061,0.1490855392,-0.673335793,-0.465686118,0.1880407518,-0.591814703,0.9586946735,0.5308206939,0.3257760046,,,-0.599837257,1,1,1,1,1,1,1,1,0,0,1,9,0.1111111111,-0.019806245,0.013108,0.533730,-0.061667958
030062,0.3275776923,0.5969697389,0.0654808198,0.1880407518,,1.455259203,,1.8010535961,0.2122875767,0.8610146514,0.0838771007,1,1,1,1,0,1,0,1,1,1,1,9,0.1111111111,0.6212845701,0.013108,0.533730,1.1394838837
030064,-0.71458617,-0.245142917,-0.167179078,-3.583464694,1.0872245896,-0.034434386,,0.9158870412,0.9423899598,-0.30450707,0.7675914583,1,1,1,1,1,1,0,1,1,1,1,10,0.1,-0.133622127,0.013108,0.533730,-0.274914119
030065,-0.069711294,-0.782762862,-1.17683524,-2.666071478,0.1277735651,0.6607559558,,-0.55939055,,,0.0838771007,1,1,1,1,1,1,0,1,0,0,1,8,0.125,-0.5477956,0.013108,0.533730,-1.050912181
030069,0.2872730126,-0.992101601,0.5044617598,1.8189620256,0.0078421871,0.2635043322,0.3616363166,0.4733037638,1.2344309131,0.1617016183,0.7675914583,1,1,1,1,1,1,1,1,1,1,1,11,0.0909090909,0.4444187078,0.013108,0.533730,0.808106876
030071,,0.3876309995,0.7897993707,,,,,-2.32972366,,,,0,1,1,0,0,0,0,1,0,0,0,3,0.3333333333,-0.384097763,0.013108,0.533730,-0.744206869
030073,,,0.078650248,,,,,0.0307204863,,,,0,0,1,0,0,0,0,1,0,0,0,2,0.5,0.0546853672,0.013108,0.533730,0.0779000028
030078,,,,,,,,-0.116807273,,,,0,0,0,0,0,0,0,1,0,0,0,1,1,-0.116807273,0.013108,0.533730,-0.243409701
030083,,-1.27280582,-1.194394478,,,0.8593817676,,1.2109425595,,,1.1094486371,0,1,1,0,0,1,0,1,0,0,1,5,0.2,0.1425145333,0.013108,0.533730,0.2424572888
