Summary_Score_Nat,Summary_Score_Nat_peer3,Summary_Score_Nat_peer4,Summary_Score_Nat_peer5,Out_Mrt_Grp_Score_Nat,Out_Sft_Grp_Score_Nat,Out_Readm_grp_Score_Nat,Pt_Exp_Grp_Score_Nat,Prc_of_Care_Grp_Score_Nat
-0.034353673,-0.168411935,0.1728017239,-0.073630101,0.1014446489,0.0270026629,0.0015942112,-2.77154E-16,-0.009652178
