PROVIDER_ID,std_MORT_30_AMI,std_MORT_30_CABG,std_MORT_30_COPD,std_MORT_30_HF,std_MORT_30_PN,std_MORT_30_STK,std_PSI_4_SURG_COMP,C1,C2,C3,C4,C5,C6,C7,total_cnt,measure_wt,score_before_std,Mean,StdDev,grp_score
010001,1.4059231766,-1.04536983,1.0114961383,0.6509042552,-0.31537481,0.0237662145,-0.732077156,1,1,1,1,1,1,1,7,0.1428571429,0.1427525699,-0.073484,0.730255,0.2961102941
010005,-1.492797935,,0.1503091721,-0.366856715,-1.766289321,-0.083024918,-0.57602094,1,0,1,1,1,1,1,6,0.1666666667,-0.689113443,-0.073484,0.730255,-0.843034003
010006,-3.138018026,-2.730471876,-0.51214234,-0.135547404,-0.626285062,-0.243211617,-1.004318083,1,1,1,1,1,1,1,7,0.1428571429,-1.19857063,-0.073484,0.730255,-1.5406767
010007,,,-2.698232332,-1.014522787,-3.804478754,,,0,0,1,1,1,0,0,3,0.3333333333,-2.505744624,-0.073484,0.730255,-3.330700307
010008,,,,,-0.419011561,,,0,0,0,0,1,0,0,1,1,-0.419011561,-0.073484,0.730255,-0.473160713
010011,-0.1609531,1.0008255125,-0.777122945,-0.968260925,-1.559015819,0.4509307443,-1.333150824,1,1,1,1,1,1,1,7,0.1428571429,-0.478106765,-0.073484,0.730255,-0.554084761
010012,-0.239296914,,0.4815349283,-1.292093961,-1.800834905,,,1,0,1,1,1,0,0,4,0.25,-0.712672713,-0.073484,0.730255,-0.875295698
010016,-0.552672169,0.7600966487,0.3490446258,0.5583805306,-0.108101308,-0.296607183,1.2567821503,1,1,1,1,1,1,1,7,0.1428571429,0.2809890422,-0.073484,0.730255,0.4854091554
010018,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010019,0.309109783,,0.0178188695,-2.448640518,-2.215381908,-0.723771713,,1,0,1,1,1,1,0,5,0.2,-1.012173097,-0.073484,0.730255,-1.285426837
010021,,,-0.313406887,-0.736951613,0.0991721934,,,0,0,1,1,1,0,0,3,0.3333333333,-0.317062102,-0.073484,0.730255,-0.33355272
010022,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010023,-0.787703611,0.2786389211,-0.975858399,0.2345474946,-0.79901298,-1.684891905,-0.648475612,1,1,1,1,1,1,1,7,0.1428571429,-0.626108013,-0.073484,0.730255,-0.756755353
010024,0.8575164798,-0.684276534,0.0178188695,-0.736951613,-0.557193895,-0.243211617,-0.956729511,1,1,1,1,1,1,1,7,0.1428571429,-0.329003974,-0.073484,0.730255,-0.349905733
010029,-1.336110308,0.1582744892,-0.247161735,-2.124807482,-0.626285062,0.130557347,-0.790383874,1,1,1,1,1,1,1,7,0.1428571429,-0.690845232,-0.073484,0.730255,-0.845405488
010033,-1.101078866,0.2786389211,-0.247161735,0.9747372911,0.9628117835,-0.777167279,-1.269699396,1,1,1,1,1,1,1,7,0.1428571429,-0.16841704,-0.073484,0.730255,-0.130000499
010034,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010035,0.3874535968,,0.0178188695,-0.690689751,-1.282651151,-0.723771713,-0.058977542,1,0,1,1,1,1,1,6,0.1666666667,-0.391802948,-0.073484,0.730255,-0.435901665
010036,,,-0.114671433,-0.366856715,-1.66265257,0.2373484794,,0,0,1,1,1,1,0,4,0.25,-0.47670806,-0.073484,0.730255,-0.552169396
010039,-2.82464277,1.1211899444,-0.578387492,-1.199570236,-1.489924652,-0.136420484,-1.919647813,1,1,1,1,1,1,1,7,0.1428571429,-1.003914786,-0.073484,0.730255,-1.274118035
010040,0.4657974106,0.399003353,-0.247161735,-0.043023679,-1.904471656,0.6645130092,-0.647189434,1,1,1,1,1,1,1,7,0.1428571429,-0.187504676,-0.073484,0.730255,-0.156138809
010044,,,,0.2345474946,-0.488102728,,,0,0,0,1,1,0,0,2,0.5,-0.126777617,-0.073484,0.730255,-0.072980124
010045,,,-0.644632643,0.2345474946,0.1682633606,,,0,0,1,1,1,0,0,3,0.3333333333,-0.080607263,-0.073484,0.730255,-0.009755164
010046,0.2307659691,,0.2165543233,-0.043023679,-0.177192475,-0.510189448,-0.05812009,1,0,1,1,1,1,1,6,0.1666666667,-0.056867567,-0.073484,0.730255,0.0227536038
010049,,,-1.108348702,-0.089285541,-1.351742318,-1.417914073,,0,0,1,1,1,1,0,4,0.25,-0.991822659,-0.073484,0.730255,-1.257559265
010051,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010052,,,,,-1.731743737,,,0,0,0,0,1,0,0,1,1,-1.731743737,-0.073484,0.730255,-2.270795608
010055,-2.19789226,-3.934116195,-2.896967786,-1.615926997,-0.695376229,-0.563585014,1.0522799108,1,1,1,1,1,1,1,7,0.1428571429,-1.550226367,-0.073484,0.730255,-2.022228562
010056,-0.552672169,-1.767556421,0.4152897771,0.6509042552,1.2046308687,-0.136420484,1.6983697954,1,1,1,1,1,1,1,7,0.1428571429,0.216077946,-0.073484,0.730255,0.3965209163
010058,,,,,-0.626285062,,,0,0,0,0,1,0,0,1,1,-0.626285062,-0.073484,0.730255,-0.756997802
010059,,,,,-0.039010141,,,0,0,0,0,1,0,0,1,1,-0.039010141,-0.073484,0.730255,0.0472072829
010061,,,-0.180916584,-0.505642302,-0.453557144,-0.243211617,,0,0,1,1,1,1,0,4,0.25,-0.345831912,-0.073484,0.730255,-0.372949647
010062,,,,,-0.626285062,,,0,0,0,0,1,0,0,1,1,-0.626285062,-0.073484,0.730255,-0.756997802
010065,-0.787703611,,-0.578387492,-0.135547404,-1.559015819,,,1,0,1,1,1,0,0,4,0.25,-0.765163581,-0.073484,0.730255,-0.947175872
010069,,,,-0.274332991,-0.349920393,,,0,0,0,1,1,0,0,2,0.5,-0.312126692,-0.073484,0.730255,-0.326794247
010073,,,,,-1.109923233,,,0,0,0,0,1,0,0,1,1,-1.109923233,-0.073484,0.730255,-1.419284342
010078,0.0740783415,,1.8064379534,-0.135547404,-0.626285062,-0.18981605,-2.945160092,1,0,1,1,1,1,1,6,0.1666666667,-0.336048719,-0.073484,0.730255,-0.359552696
010079,,,0.6802703821,0.789689842,-0.557193895,-4.141087951,,0,0,1,1,1,1,0,4,0.25,-0.807080405,-0.073484,0.730255,-1.004576115
010083,0.6224850383,,-0.247161735,0.2345474946,-0.073555725,0.1839529132,0.0833594469,1,0,1,1,1,1,1,6,0.1666666667,0.1339379055,-0.073484,0.730255,0.2840396306
010085,-0.1609531,,1.3427218946,-0.551904164,-0.729921813,-0.723771713,0.145095972,1,0,1,1,1,1,1,6,0.1666666667,-0.113122154,-0.073484,0.730255,-0.054280547
010086,,,-0.048426282,-0.551904164,-1.006286482,,,0,0,1,1,1,0,0,3,0.3333333333,-0.535538976,-0.073484,0.730255,-0.632731532
010087,0.7008288521,,,1.0672610157,-0.384465977,-0.029629352,-1.382454299,1,0,0,1,1,1,1,5,0.2,-0.005691952,-0.073484,0.730255,0.0928326894
010089,-0.239296914,,0.2165543233,-0.783213476,-0.280829226,-1.417914073,,1,0,1,1,1,1,0,5,0.2,-0.500939873,-0.073484,0.730255,-0.585352062
010090,-2.354579887,-0.44354767,-1.704555063,-0.274332991,-0.937195315,-1.097540676,1.0479926521,1,1,1,1,1,1,1,7,0.1428571429,-0.823394136,-0.073484,0.730255,-1.026915882
010091,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010092,-0.944391238,0.6397322168,0.0840640208,-1.569665135,0.2028089442,-1.524705206,-0.469696924,1,1,1,1,1,1,1,7,0.1428571429,-0.511693332,-0.073484,0.730255,-0.600077679
010095,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010097,,,,,0.2719001114,,,0,0,0,0,1,0,0,1,1,0.2719001114,-0.073484,0.730255,0.472962916
010099,,,,-0.228071128,-1.248105567,,,0,0,0,1,1,0,0,2,0.5,-0.738088348,-0.073484,0.730255,-0.910099471
010100,0.309109783,-1.647191989,-0.843368097,-0.043023679,-1.075377649,-0.083024918,-1.342582793,1,1,1,1,1,1,1,7,0.1428571429,-0.67506562,-0.073484,0.730255,-0.823797134
010101,,,,-0.8757372,0.5137191967,,,0,0,0,1,1,0,0,2,0.5,-0.181009002,-0.073484,0.730255,-0.147243734
010102,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010103,-3.84311235,0.5193677849,-0.710877794,0.6509042552,0.3409912786,-0.18981605,2.4323484831,1,1,1,1,1,1,1,7,0.1428571429,-0.114313485,-0.073484,0.730255,-0.055911937
010104,-0.395984542,-3.813751763,-0.247161735,-0.181809266,-0.31537481,-0.510189448,0.6239827677,1,1,1,1,1,1,1,7,0.1428571429,-0.691469828,-0.073484,0.730255,-0.8462608
010108,,,-0.379652038,-0.320594853,0.3755368623,0.9314908403,,0,0,1,1,1,1,0,4,0.25,0.1516952029,-0.073484,0.730255,0.3083561958
010110,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010112,,,,-0.736951613,-0.280829226,,,0,0,0,1,1,0,0,2,0.5,-0.50889042,-0.073484,0.730255,-0.596239416
010113,0.7791726659,-1.887920853,-0.445897189,0.0032381832,-1.213559983,-0.563585014,-0.510425882,1,1,1,1,1,1,1,7,0.1428571429,-0.548425439,-0.073484,0.730255,-0.650378052
010114,,,0.2827994746,-0.644427889,0.9282661999,0.7179085754,0.0190505665,0,0,1,1,1,1,1,5,0.2,0.2607193855,-0.073484,0.730255,0.4576522049
010118,,,0.6140252308,0.7434279797,-1.075377649,-2.058660868,,0,0,1,1,1,1,0,4,0.25,-0.444146327,-0.073484,0.730255,-0.507579868
010120,,,,-1.754712584,-1.973562823,,,0,0,0,1,1,0,0,2,0.5,-1.864137703,-0.073484,0.730255,-2.452093832
010125,,,0.9452509871,-0.968260925,1.2046308687,,,0,0,1,1,1,0,0,3,0.3333333333,0.3938736437,-0.073484,0.730255,0.6399915618
010126,,,,-0.921999063,-1.386287901,,,0,0,0,1,1,0,0,2,0.5,-1.154143482,-0.073484,0.730255,-1.479838859
010128,,,,0.0495000455,-0.039010141,,,0,0,0,1,1,0,0,2,0.5,0.0052449522,-0.073484,0.730255,0.1078095149
010129,,,,-0.829475338,-2.04265399,,,0,0,0,1,1,0,0,2,0.5,-1.436064664,-0.073484,0.730255,-1.865897313
010130,,,0.9452509871,-0.598166027,-1.904471656,0.0771617807,,0,0,1,1,1,1,0,4,0.25,-0.370056229,-0.073484,0.730255,-0.406122048
010131,0.5441412244,,-0.048426282,-0.783213476,-1.040832065,-0.990749544,-0.353083488,1,0,1,1,1,1,1,6,0.1666666667,-0.445360605,-0.073484,0.730255,-0.509242682
010138,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010139,-2.19789226,-2.128649717,1.0777412896,-0.45938044,-0.004464557,-0.777167279,1.084434351,1,1,1,1,1,1,1,7,0.1428571429,-0.486482659,-0.073484,0.730255,-0.565554579
010144,-1.17942268,0.2786389211,0.7465155333,-0.8757372,0.133717777,-1.417914073,-1.436902485,1,1,1,1,1,1,1,7,0.1428571429,-0.53587203,-0.073484,0.730255,-0.63318761
010148,,,0.5477800796,-0.089285541,-1.800834905,,,0,0,1,1,1,0,0,3,0.3333333333,-0.447446789,-0.073484,0.730255,-0.512099469
010149,-0.004265472,,-0.180916584,-0.089285541,-0.764467397,-0.18981605,,1,0,1,1,1,1,0,5,0.2,-0.245750209,-0.073484,0.730255,-0.23589933
01014F,0.7791726659,,1.1439864408,2.0387601237,2.0337248752,,1.5200198339,1,0,1,1,1,0,1,5,0.2,1.5031327879,-0.073484,0.730255,2.1589936709
010150,,,,-0.181809266,,,,0,0,0,1,0,0,0,1,1,-0.181809266,-0.073484,0.730255,-0.148339604
010157,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010158,,,-0.909613248,,-0.177192475,,,0,0,1,0,1,0,0,2,0.5,-0.543402862,-0.073484,0.730255,-0.643500214
010164,,,-1.638309912,-0.181809266,-0.764467397,,,0,0,1,1,1,0,0,3,0.3333333333,-0.861528858,-0.073484,0.730255,-1.079136974
010168,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
010169,,,,1.0209991534,-1.800834905,,,0,0,0,1,1,0,0,2,0.5,-0.389917876,-0.073484,0.730255,-0.433320276
010173,,,,,0.2028089442,,,0,0,0,0,1,0,0,1,1,0.2028089442,-0.073484,0.730255,0.3783505531
010174,,,,,-0.073555725,,,0,0,0,0,1,0,0,1,1,-0.073555725,-0.073484,0.730255,-0.000098899
010175,,,,,-0.073555725,,,0,0,0,0,1,0,0,1,1,-0.073555725,-0.073484,0.730255,-0.000098899
01019F,,,1.2102315921,1.2985703271,0.9282661999,,,0,0,1,1,1,0,0,3,0.3333333333,1.145689373,-0.073484,0.730255,1.6695162535
01021F,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
011300,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
011302,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
011304,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
011305,,,,0.0495000455,-2.111745157,,,0,0,0,1,1,0,0,2,0.5,-1.031122556,-0.073484,0.730255,-1.311375929
011306,,,,,-0.004464557,,,0,0,0,0,1,0,0,1,1,-0.004464557,-0.073484,0.730255,0.0945134644
020001,1.1708917351,1.1211899444,-2.300761424,-0.089285541,0.0991721934,-0.350002749,-1.724148817,1,1,1,1,1,1,1,7,0.1428571429,-0.296134951,-0.073484,0.730255,-0.304895407
020006,-2.041204632,,-2.830722634,-1.754712584,-0.280829226,0.7713041416,-0.138720553,1,0,1,1,1,1,1,6,0.1666666667,-1.045814248,-0.073484,0.730255,-1.331494502
020008,,,0.3490446258,0.3733330814,1.3082676195,0.130557347,,0,0,1,1,1,1,0,4,0.25,0.5403006684,-0.073484,0.730255,0.8405064375
020012,-0.1609531,,-2.830722634,-1.708450721,-2.284473075,-1.738287471,,1,0,1,1,1,1,0,5,0.2,-1.7445774,-0.073484,0.730255,-2.288369825
020017,-0.709359797,-0.804640966,0.0840640208,0.6046423929,-0.833558564,0.9314908403,-1.998962099,1,1,1,1,1,1,1,7,0.1428571429,-0.389474882,-0.073484,0.730255,-0.432713647
020018,,,,-0.135547404,-0.522648311,,,0,0,0,1,1,0,0,2,0.5,-0.329097858,-0.073484,0.730255,-0.350034295
020024,,,0.0840640208,-1.338355823,0.0300810262,-0.296607183,0.4400593699,0,0,1,1,1,1,1,5,0.2,-0.216151718,-0.073484,0.730255,-0.19536762
020026,0.6224850383,,1.0114961383,-1.754712584,0.8591750327,-1.204331809,-1.476345265,1,0,1,1,1,1,1,6,0.1666666667,-0.323705575,-0.073484,0.730255,-0.342650188
021301,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
021302,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
021304,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
021305,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
021306,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
021307,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
021308,,,0.1503091721,,,,,0,0,1,0,0,0,0,1,1,0.1503091721,-0.073484,0.730255,0.3064581868
021309,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
021310,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
021311,,,,0.3270712192,0.8937206163,,,0,0,0,1,1,0,0,2,0.5,0.6103959177,-0.073484,0.730255,0.9364937747
021312,,,0.9452509871,,,,,0,0,1,0,0,0,0,1,1,0.9452509871,-0.073484,0.730255,1.3950390652
021313,,,,,0.0646266098,,,0,0,0,0,1,0,0,1,1,0.0646266098,-0.073484,0.730255,0.1891258273
021314,,,-0.51214234,-0.921999063,-1.1790144,,,0,0,1,1,1,0,0,3,0.3333333333,-0.871051934,-0.073484,0.730255,-1.092177725
030002,-0.552672169,0.8804610806,0.2827994746,1.7149270877,0.0991721934,0.8780952741,-0.010531518,1,1,1,1,1,1,1,7,0.1428571429,0.4703216318,-0.073484,0.730255,0.7446782401
030006,-0.787703611,0.7600966487,-1.638309912,-1.153308374,-1.455379069,0.3975351781,1.4136958184,1,1,1,1,1,1,1,7,0.1428571429,-0.351910474,-0.073484,0.730255,-0.381273536
030007,0.3874535968,,0.0178188695,0.1882856323,-0.833558564,0.8780952741,-0.676771519,1,0,1,1,1,1,1,6,0.1666666667,-0.006446118,-0.073484,0.730255,0.0917999458
030010,-1.17942268,0.8804610806,0.4815349283,0.1882856323,-0.660830646,-1.04414511,-0.183308044,1,1,1,1,1,1,1,7,0.1428571429,-0.216774977,-0.073484,0.730255,-0.196221101
030011,0.6224850383,,1.0114961383,-0.274332991,-1.731743737,-1.257727375,0.1519555859,1,0,1,1,1,1,1,6,0.1666666667,-0.246311223,-0.073484,0.730255,-0.236667574
030012,-0.317640728,-3.091565172,-0.909613248,0.0957619077,-0.384465977,-1.578100772,-0.967447658,1,1,1,1,1,1,1,7,0.1428571429,-1.021867378,-0.073484,0.730255,-1.298702033
030013,-1.257766494,0.399003353,-1.373329307,0.0032381832,-0.764467397,-1.150936242,-1.323718855,1,1,1,1,1,1,1,7,0.1428571429,-0.781139537,-0.073484,0.730255,-0.969053095
030014,-1.101078866,,-1.704555063,-0.089285541,-0.073555725,-0.18981605,0.0357708754,1,0,1,1,1,1,1,6,0.1666666667,-0.520420062,-0.073484,0.730255,-0.612027927
030016,0.4657974106,,-0.644632643,-0.551904164,0.2719001114,-0.350002749,,1,0,1,1,1,1,0,5,0.2,-0.161768407,-0.073484,0.730255,-0.120895965
030022,,,,0.5583805306,0.2373545278,,-1.13636565,0,0,0,1,1,0,1,3,0.3333333333,-0.113543531,-0.073484,0.730255,-0.054857574
030023,-1.414454121,-0.082454375,-0.048426282,0.3733330814,-0.280829226,-0.243211617,-0.315355611,1,1,1,1,1,1,1,7,0.1428571429,-0.287342593,-0.073484,0.730255,-0.29285529
030024,0.1524221553,0.399003353,0.2165543233,0.3270712192,0.6173559475,-0.830562845,0.8049050844,1,1,1,1,1,1,1,7,0.1428571429,0.2409641768,-0.073484,0.730255,0.4305997313
030030,,,0.5477800796,-0.274332991,0.4100824459,-1.578100772,-0.119427889,0,0,1,1,1,1,1,5,0.2,-0.202799825,-0.073484,0.730255,-0.177083747
030036,-1.492797935,-0.323183238,-0.247161735,-0.274332991,-0.177192475,0.7179085754,1.4720025365,1,1,1,1,1,1,1,7,0.1428571429,-0.046393895,-0.073484,0.730255,0.0370960861
030037,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
030038,-1.022735052,,0.3490446258,0.0032381832,0.2028089442,-0.990749544,-0.363372909,1,0,1,1,1,1,1,6,0.1666666667,-0.303627625,-0.073484,0.730255,-0.315155758
030043,0.3874535968,,1.2102315921,-0.551904164,-0.004464557,-1.04414511,,1,0,1,1,1,1,0,5,0.2,-0.000565729,-0.073484,0.730255,0.0998524596
030055,0.7008288521,,0.4152897771,-0.413118577,1.7919057899,0.4509307443,-1.30871345,1,0,1,1,1,1,1,6,0.1666666667,0.272853856,-0.073484,0.730255,0.4742689589
030061,-0.866047425,0.8804610806,1.0114961383,-0.366856715,-0.142646892,0.2373484794,1.0981535788,1,1,1,1,1,1,1,7,0.1428571429,0.2645583208,-0.073484,0.730255,0.4629091828
030062,1.3275793628,,0.4152897771,-0.366856715,0.6519015311,0.6645130092,1.3403836948,1,0,1,1,1,1,1,6,0.1666666667,0.67213511,-0.073484,0.730255,1.0210384581
030064,0.9358602936,1.1211899444,-0.247161735,0.6509042552,0.6173559475,-1.524705206,-0.134433295,1,1,1,1,1,1,1,7,0.1428571429,0.2027157435,-0.073484,0.730255,0.3782229255
030065,-1.257766494,0.0379100573,0.0840640208,0.2808093569,-0.039010141,-0.456793881,1.2104797564,1,1,1,1,1,1,1,7,0.1428571429,-0.020043904,-0.073484,0.730255,0.0731793516
030069,1.5626108043,0.8804610806,-0.114671433,-1.107046512,0.7900838655,-0.18981605,-0.098849047,1,1,1,1,1,1,1,7,0.1428571429,0.2461103868,-0.073484,0.730255,0.4376468708
030071,,,,0.0495000455,0.7555382819,,,0,0,0,1,1,0,0,2,0.5,0.4025191637,-0.073484,0.730255,0.6518306015
030073,,,,,0.6173559475,,,0,0,0,0,1,0,0,1,1,0.6173559475,-0.073484,0.730255,0.9460247305
030078,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
030083,-0.317640728,,-0.644632643,0.0032381832,0.4791736131,-1.47130964,,1,0,1,1,1,1,0,5,0.2,-0.390234243,-0.073484,0.730255,-0.433753504
030084,,,,,0.0300810262,,,0,0,0,0,1,0,0,1,1,0.0300810262,-0.073484,0.730255,0.1418196458
030085,-1.022735052,0.7600966487,-0.777122945,-0.45938044,-1.835380488,-0.029629352,-0.465409665,1,1,1,1,1,1,1,7,0.1428571429,-0.547080185,-0.073484,0.730255,-0.648535882
030087,-0.1609531,0.2786389211,-1.042103551,0.5583805306,0.6864471147,-1.150936242,-0.597028507,1,1,1,1,1,1,1,7,0.1428571429,-0.203936405,-0.073484,0.730255,-0.178640161
030088,,,-1.505819609,-0.043023679,-1.282651151,-0.510189448,-0.229181712,0,0,1,1,1,1,1,5,0.2,-0.71417312,-0.073484,0.730255,-0.877350332
030089,-1.806173191,0.5193677849,0.4815349283,0.5583805306,0.8591750327,0.1839529132,0.9776816096,1,1,1,1,1,1,1,7,0.1428571429,0.253417087,-0.073484,0.730255,0.4476525516
030092,-1.884517004,-1.406463126,-0.710877794,-0.181809266,-0.937195315,0.3441396118,0.6840043893,1,1,1,1,1,1,1,7,0.1428571429,-0.584674072,-0.073484,0.730255,-0.700016363
030093,1.5626108043,,0.8127606846,0.8822135666,-0.557193895,-0.990749544,1.1324516483,1,0,1,1,1,1,1,6,0.1666666667,0.4736822108,-0.073484,0.730255,0.7492801644
030094,-0.474328355,-1.286098694,-0.379652038,0.0032381832,0.4791736131,-0.296607183,1.1037270151,1,1,1,1,1,1,1,7,0.1428571429,-0.12150678,-0.073484,0.730255,-0.065762323
030101,-1.727829377,,-1.240839004,-0.043023679,-1.109923233,-0.083024918,-0.875271596,1,0,1,1,1,1,1,6,0.1666666667,-0.846651968,-0.073484,0.730255,-1.058764793
030103,1.8759860596,1.2415543763,1.6739476509,1.2060466026,1.8264513736,2.6401489594,2.2441378266,1,1,1,1,1,1,1,7,0.1428571429,1.8154675498,-0.073484,0.730255,2.5867000049
030105,-0.317640728,0.5193677849,,0.6509042552,0.133717777,,0.5159438487,1,1,0,1,1,0,1,5,0.2,0.3004585876,-0.073484,0.730255,0.5120704462
030107,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
030108,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
030110,-0.1609531,,-1.572064761,-0.505642302,-1.1790144,-1.631496338,0.1661035396,1,0,1,1,1,1,1,6,0.1666666667,-0.81384456,-0.073484,0.730255,-1.013838842
030111,0.6224850383,,,1.113522878,1.3428132031,-0.029629352,,1,0,0,1,1,1,0,4,0.25,0.7622979419,-0.073484,0.730255,1.1445060289
030112,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
030113,,,,,0.7209926983,,,0,0,0,0,1,0,0,1,1,0.7209926983,-0.073484,0.730255,1.0879432748
030114,-1.336110308,,-0.51214234,-0.598166027,1.1700852851,1.0916775389,,1,0,1,1,1,1,0,5,0.2,-0.03693117,-0.073484,0.730255,0.0500541931
030115,0.0740783415,-0.804640966,1.0777412896,0.6971661174,-1.144468816,-0.136420484,0.6835756635,1,1,1,1,1,1,1,7,0.1428571429,0.0638615922,-0.073484,0.730255,0.1880782241
030117,,,-1.572064761,-1.708450721,-0.868104147,-0.243211617,,0,0,1,1,1,1,0,4,0.25,-1.097957811,-0.073484,0.730255,-1.402899082
030119,-1.257766494,,0.6140252308,1.2523084649,0.2719001114,0.7713041416,0.5266619954,1,0,1,1,1,1,1,6,0.1666666667,0.3630722417,-0.073484,0.730255,0.5978126041
030121,-0.082609286,,-0.180916584,0.465856806,0.2719001114,0.4509307443,-0.434112677,1,0,1,1,1,1,1,6,0.1666666667,0.0818415191,-0.073484,0.730255,0.2126996545
030122,,,1.1439864408,-0.135547404,0.7900838655,0.1839529132,0.5373801421,0,0,1,1,1,1,1,5,0.2,0.5039711916,-0.073484,0.730255,0.7907574206
030123,0.2307659691,,0.8127606846,1.9924982614,0.9282661999,0.9314908403,-0.44525955,1,0,1,1,1,1,1,6,0.1666666667,0.7417537343,-0.073484,0.730255,1.1163731126
03012F,0.7791726659,,1.9389282559,2.1312838483,1.1700852851,,-0.552869743,1,0,1,1,1,0,1,5,0.2,1.0933200625,-0.073484,0.730255,1.5978025394
030130,,,0.1503091721,0.0495000455,-0.729921813,,-0.205601789,0,0,1,1,1,0,1,4,0.25,-0.183928596,-0.073484,0.730255,-0.151241781
030131,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
030134,,,,,0.7209926983,,,0,0,0,0,1,0,0,1,1,0.7209926983,-0.073484,0.730255,1.0879432748
030136,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
030138,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
030139,,,-0.048426282,0.0495000455,1.3082676195,,,0,0,1,1,1,0,0,3,0.3333333333,0.4364471278,-0.073484,0.730255,0.6982910245
03013F,0.2307659691,,0.6140252308,1.5761415008,2.0682704588,,1.6023352007,1,0,1,1,1,0,1,5,0.2,1.2183076721,-0.073484,0.730255,1.7689586155
030146,,,,0.0957619077,1.3082676195,,,0,0,0,1,1,0,0,2,0.5,0.7020147636,-0.073484,0.730255,1.0619551882
030147,,,,0.6046423929,0.4446280295,0.3975351781,,0,0,0,1,1,1,0,3,0.3333333333,0.4822685335,-0.073484,0.730255,0.7610381402
030148,,,0.0178188695,-0.043023679,0.7555382819,,,0,0,1,1,1,0,0,3,0.3333333333,0.2434444908,-0.073484,0.730255,0.4339962344
030152,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
030153,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
030154,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
03033F,,,1.6077024996,1.2985703271,1.5846322883,,,0,0,1,1,1,0,0,3,0.3333333333,1.4969683717,-0.073484,0.730255,2.1505522158
031300,,,,,0.4100824459,,,0,0,0,0,1,0,0,1,1,0.4100824459,-0.073484,0.730255,0.6621876418
031301,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
031302,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
031304,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
031305,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
031308,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
031309,,,,,0.0300810262,,,0,0,0,0,1,0,0,1,1,0.0300810262,-0.073484,0.730255,0.1418196458
031311,,,,,-0.522648311,,,0,0,0,0,1,0,0,1,1,-0.522648311,-0.073484,0.730255,-0.615079257
031312,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
031313,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
031314,-0.1609531,,0.0178188695,-0.089285541,-0.937195315,,,1,0,1,1,1,0,0,4,0.25,-0.292403772,-0.073484,0.730255,-0.299785989
031315,,,,,-1.040832065,,,0,0,0,0,1,0,0,1,1,-1.040832065,-0.073484,0.730255,-1.324671979
