PROVIDER_ID,std_MORT_30_AMI,std_MORT_30_CABG,std_MORT_30_COPD,std_MORT_30_HF,std_MORT_30_PN,std_MORT_30_STK,std_PSI_4_SURG_COMP,C1,C2,C3,C4,C5,C6,C7,total_cnt,measure_wt,score_before_std,Mean,StdDev,grp_score
140011,-0.944391238,,-1.770800214,-0.043023679,-1.351742318,1.4120509363,0.6745724202,1,0,1,1,1,1,1,6,0.1666666667,-0.337222349,-0.073484,0.730255,-0.361159847
140012,0.0740783415,,-1.505819609,-1.153308374,-0.108101308,,,1,0,1,1,1,0,0,4,0.25,-0.673287737,-0.073484,0.730255,-0.821362529
140013,0.309109783,,-1.240839004,-0.45938044,0.5828103639,-0.456793881,,1,0,1,1,1,1,0,5,0.2,-0.253018636,-0.073484,0.730255,-0.2458526
140015,0.7008288521,-0.44354767,0.3490446258,0.1882856323,-0.384465977,-0.136420484,0.8177668605,1,1,1,1,1,1,1,7,0.1428571429,0.1559274056,-0.073484,0.730255,0.3141517079
140018,-0.317640728,,0.2165543233,0.2345474946,0.306445695,-0.18981605,-1.021895843,1,0,1,1,1,1,1,6,0.1666666667,-0.128634185,-0.073484,0.730255,-0.07552248
140029,-0.004265472,-0.202818807,-0.114671433,1.1597847403,-0.211738059,0.1839529132,-0.380093218,1,1,1,1,1,1,1,7,0.1428571429,0.061450095,-0.073484,0.730255,0.1847759576
140030,-0.1609531,-0.44354767,0.9452509871,1.2985703271,1.3773587867,0.7179085754,0.7856124203,1,1,1,1,1,1,1,7,0.1428571429,0.6457429038,-0.073484,0.730255,0.9848973841
140032,-1.414454121,,0.9452509871,-0.968260925,0.4100824459,-0.029629352,,1,0,1,1,1,1,0,5,0.2,-0.211402193,-0.073484,0.730255,-0.188863695
140034,,,0.0178188695,-1.292093961,-0.073555725,-0.61698058,,0,0,1,1,1,1,0,4,0.25,-0.491202849,-0.073484,0.730255,-0.572018333
14003F,1.9543298734,,2.6676249197,2.8252117825,1.8609969572,,-0.41824982,1,0,1,1,1,0,1,5,0.2,1.7779827426,-0.073484,0.730255,2.5353688966
140043,-0.944391238,,-2.102025971,-1.292093961,-3.079021498,-2.912989928,,1,0,1,1,1,1,0,5,0.2,-2.066104519,-0.073484,0.730255,-2.728664029
140046,0.7791726659,,-0.578387492,0.5121186683,0.2373545278,1.4120509363,-0.650619241,1,0,1,1,1,1,1,6,0.1666666667,0.2852816776,-0.073484,0.730255,0.4912874233
140048,1.3275793628,,0.0178188695,1.7149270877,0.7900838655,1.4120509363,0.8915077099,1,0,1,1,1,1,1,6,0.1666666667,1.0256613053,-0.073484,0.730255,1.5051516963
140049,,,-0.247161735,0.1882856323,0.2028089442,0.8246997078,-1.021467118,0,0,1,1,1,1,1,5,0.2,-0.010566914,-0.073484,0.730255,0.0861569931
14004F,,,1.0777412896,,0.8937206163,,,0,0,1,0,1,0,0,2,0.5,0.9857309529,-0.073484,0.730255,1.4504716969
140052,0.7008288521,,-2.367006576,-0.135547404,-0.522648311,-0.18981605,,1,0,1,1,1,1,0,5,0.2,-0.502837898,-0.073484,0.730255,-0.587951187
140053,0.5441412244,0.399003353,-1.042103551,0.3733330814,-0.142646892,-1.097540676,-0.703781249,1,1,1,1,1,1,1,7,0.1428571429,-0.23851353,-0.073484,0.730255,-0.225989535
140054,-0.709359797,,0.2827994746,0.2345474946,0.4446280295,0.9848864065,-0.482129974,1,0,1,1,1,1,1,6,0.1666666667,0.1258952723,-0.073484,0.730255,0.2730261747
140059,,,-2.367006576,-0.644427889,-2.04265399,,,0,0,1,1,1,0,0,3,0.3333333333,-1.684696151,-0.073484,0.730255,-2.20636938
140062,-0.082609286,0.399003353,2.0714185584,0.6046423929,0.8246294491,0.6645130092,1.3905446214,1,1,1,1,1,1,1,7,0.1428571429,0.8388774425,-0.073484,0.730255,1.2493727984
140063,0.0740783415,,0.2165543233,1.76118895,2.3446351276,1.1450731052,,1,0,1,1,1,1,0,5,0.2,1.1083059695,-0.073484,0.730255,1.6183240059
140064,-0.787703611,,-0.379652038,-0.413118577,-0.626285062,-0.830562845,,1,0,1,1,1,1,0,5,0.2,-0.607464427,-0.073484,0.730255,-0.731225118
140065,1.4059231766,,1.2764767434,0.6971661174,0.4100824459,1.0916775389,-0.458978777,1,0,1,1,1,1,1,6,0.1666666667,0.7370578741,-0.073484,0.730255,1.1099426752
140067,1.7192984319,1.1211899444,-0.048426282,-1.939760033,-0.79901298,-1.204331809,-1.061338623,1,1,1,1,1,1,1,7,0.1428571429,-0.316054479,-0.073484,0.730255,-0.332172896
140068,,,0.8790058358,0.789689842,0.8591750327,,,0,0,1,1,1,0,0,3,0.3333333333,0.8426235702,-0.073484,0.730255,1.2545026869
140077,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
14007F,0.8575164798,,2.1376637096,2.5476406088,1.9991792916,,-0.645045805,1,0,1,1,1,0,1,5,0.2,1.379390857,-0.073484,0.730255,1.9895434077
140080,-0.474328355,,0.8127606846,-0.043023679,-0.280829226,-0.403398315,0.469212729,1,0,1,1,1,1,1,6,0.1666666667,0.0133989729,-0.073484,0.730255,0.1189755032
140082,0.5441412244,,0.2165543233,0.9284754289,0.306445695,0.6111174429,0.357744003,1,0,1,1,1,1,1,6,0.1666666667,0.4940796863,-0.073484,0.730255,0.777212148
140083,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
140084,0.6224850383,,-1.505819609,0.8822135666,0.2028089442,-0.403398315,,1,0,1,1,1,1,0,5,0.2,-0.040342075,-0.073484,0.730255,0.0453833532
140088,1.0142041074,1.0008255125,0.9452509871,2.085021986,1.2046308687,1.0382819727,0.0683540414,1,1,1,1,1,1,1,7,0.1428571429,1.0509384966,-0.073484,0.730255,1.5397658864
140089,,,0.8790058358,-1.245832099,-0.419011561,,,0,0,1,1,1,0,0,3,0.3333333333,-0.261945941,-0.073484,0.730255,-0.258077512
14008F,,,0.3490446258,1.437355914,0.7555382819,,,0,0,1,1,1,0,0,3,0.3333333333,0.8473129406,-0.073484,0.730255,1.2609242373
140091,-0.082609286,0.2786389211,0.2827994746,-0.505642302,0.1682633606,-0.563585014,-0.375805959,1,1,1,1,1,1,1,7,0.1428571429,-0.113991544,-0.073484,0.730255,-0.055471076
140093,0.6224850383,,-0.379652038,0.465856806,-1.075377649,0.9314908403,,1,0,1,1,1,1,0,5,0.2,0.1129605995,-0.073484,0.730255,0.2553136362
140095,,,,0.3270712192,,,,0,0,0,1,0,0,0,1,1,0.3270712192,-0.073484,0.730255,0.5485133673
140100,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
140101,0.7008288521,,-0.578387492,-0.089285541,-1.282651151,0.7713041416,,1,0,1,1,1,1,0,5,0.2,-0.095638238,-0.073484,0.730255,-0.030338347
140103,,,0.2165543233,-1.060784649,0.0646266098,,,0,0,1,1,1,0,0,3,0.3333333333,-0.259867905,-0.073484,0.730255,-0.255231883
140110,,,0.5477800796,-1.800974446,-0.868104147,-0.937353977,,0,0,1,1,1,1,0,4,0.25,-0.764663123,-0.073484,0.730255,-0.946490552
140113,-0.317640728,-2.249014149,-0.445897189,-0.968260925,0.2373545278,0.9314908403,,1,1,1,1,1,1,0,6,0.1666666667,-0.46866127,-0.073484,0.730255,-0.541150248
140114,0.6224850383,,0.3490446258,0.6509042552,-0.280829226,0.2907440456,0.668570258,1,0,1,1,1,1,1,6,0.1666666667,0.3834864995,-0.073484,0.730255,0.6257675691
140115,,,,,1.3428132031,,,0,0,0,0,1,0,0,1,1,1.3428132031,-0.073484,0.730255,1.9394545409
140116,1.2492355489,0.7600966487,2.2039088609,2.2700694351,1.2391764523,0.5043263105,0.5583877097,1,1,1,1,1,1,1,7,0.1428571429,1.2550287095,-0.073484,0.730255,1.8192438294
140117,0.4657974106,0.1582744892,1.3427218946,0.9747372911,0.4446280295,-0.777167279,1.2726450075,1,1,1,1,1,1,1,7,0.1428571429,0.5545195491,-0.073484,0.730255,0.8599775501
140119,1.5626108043,0.5193677849,2.0714185584,2.8252117825,2.3791807112,1.6256332012,2.164394815,1,1,1,1,1,1,1,7,0.1428571429,1.8782596653,-0.073484,0.730255,2.672686545
140120,-1.101078866,,0.9452509871,-1.245832099,0.2373545278,-1.257727375,,1,0,1,1,1,1,0,5,0.2,-0.484406565,-0.073484,0.730255,-0.562711608
140122,0.3874535968,0.5193677849,0.3490446258,1.6686652254,0.3409912786,-0.403398315,0.2081186747,1,1,1,1,1,1,1,7,0.1428571429,0.4386061244,-0.073484,0.730255,0.7012475207
140124,0.5441412244,,1.2764767434,1.9924982614,1.4464499539,,,1,0,1,1,1,0,0,4,0.25,1.3148915458,-0.073484,0.730255,1.9012190604
140125,,,-0.777122945,-0.783213476,-1.800834905,,,0,0,1,1,1,0,0,3,0.3333333333,-1.120390442,-0.073484,0.730255,-1.433617975
140127,0.309109783,,-0.379652038,-0.921999063,-0.108101308,0.8246997078,0.7470270921,1,0,1,1,1,1,1,6,0.1666666667,0.078514029,-0.073484,0.730255,0.2081430418
140130,-0.474328355,,0.8790058358,2.5476406088,2.2755439604,2.7469400918,0.1772504122,1,0,1,1,1,1,1,6,0.1666666667,1.3586754256,-0.073484,0.730255,1.9611760201
140133,,,0.3490446258,0.6046423929,-0.488102728,-0.243211617,,0,0,1,1,1,1,0,4,0.25,0.0555931686,-0.073484,0.730255,0.1767555742
140135,-0.552672169,,0.1503091721,0.1882856323,-0.626285062,1.7324243336,-0.42553816,1,0,1,1,1,1,1,6,0.1666666667,0.0777539578,-0.073484,0.730255,0.2071022121
140137,,,,-0.505642302,-0.108101308,,,0,0,0,1,1,0,0,2,0.5,-0.306871805,-0.073484,0.730255,-0.319598287
140145,,,,-0.968260925,1.8609969572,-0.350002749,,0,0,0,1,1,1,0,3,0.3333333333,0.1809110944,-0.073484,0.730255,0.3483639803
140147,,,-1.108348702,-0.089285541,0.8246294491,,,0,0,1,1,1,0,0,3,0.3333333333,-0.124334931,-0.073484,0.730255,-0.069635149
140148,-0.239296914,0.0379100573,0.6140252308,-0.181809266,0.306445695,0.6645130092,-0.392097542,1,1,1,1,1,1,1,7,0.1428571429,0.1156700387,-0.073484,0.730255,0.2590238998
140150,0.3874535968,,-0.114671433,1.1597847403,1.3082676195,1.4120509363,-0.841402253,1,0,1,1,1,1,1,6,0.1666666667,0.5519138679,-0.073484,0.730255,0.856409371
140155,-0.395984542,,-0.644632643,-0.320594853,0.0991721934,0.0771617807,0.413478366,1,0,1,1,1,1,1,6,0.1666666667,-0.128566616,-0.073484,0.730255,-0.075429952
140158,,,,0.3733330814,-0.384465977,0.7713041416,,0,0,0,1,1,1,0,3,0.3333333333,0.2533904154,-0.073484,0.730255,0.4476160279
140160,-0.944391238,,-1.108348702,-0.505642302,0.133717777,-0.296607183,,1,0,1,1,1,1,0,5,0.2,-0.54425433,-0.073484,0.730255,-0.6446662
140161,,,0.1503091721,-1.060784649,-0.764467397,-0.883958411,,0,0,1,1,1,1,0,4,0.25,-0.639725321,-0.073484,0.730255,-0.775402682
140162,-0.474328355,-0.563912102,-1.174593853,-0.45938044,-0.833558564,-0.243211617,-1.920505265,1,1,1,1,1,1,1,7,0.1428571429,-0.809927171,-0.073484,0.730255,-1.008474431
140164,-0.709359797,-1.04536983,-1.240839004,-0.551904164,-0.833558564,-0.403398315,-0.765517774,1,1,1,1,1,1,1,7,0.1428571429,-0.792849635,-0.073484,0.730255,-0.985088721
140166,-0.239296914,,1.6077024996,0.14202377,0.6173559475,0.9314908403,-1.248263102,1,0,1,1,1,1,1,6,0.1666666667,0.3018355069,-0.073484,0.730255,0.5139559779
140172,0.0740783415,,-0.114671433,1.7149270877,0.4100824459,-0.456793881,0.8996535014,1,0,1,1,1,1,1,6,0.1666666667,0.421212677,-0.073484,0.730255,0.6774292061
140174,1.0142041074,0.1582744892,-0.644632643,0.14202377,-0.902649731,0.9314908403,-0.431540322,1,1,1,1,1,1,1,7,0.1428571429,0.0381672159,-0.073484,0.730255,0.1528927474
140177,,,,1.0209991534,0.1682633606,,,0,0,0,1,1,0,0,2,0.5,0.594631257,-0.073484,0.730255,0.9149058951
140179,-1.257766494,,2.2701540121,1.0209991534,1.1009941179,2.5333578269,-0.607746654,1,0,1,1,1,1,1,6,0.1666666667,0.8433319938,-0.073484,0.730255,1.2554727911
140180,-0.1609531,,1.0777412896,-0.043023679,1.2046308687,0.2373484794,0.2985798331,1,0,1,1,1,1,1,6,0.1666666667,0.4357206153,-0.073484,0.730255,0.6972961497
140181,,,,,-0.557193895,,,0,0,0,0,1,0,0,1,1,-0.557193895,-0.073484,0.730255,-0.662385439
140182,-1.022735052,,-0.048426282,1.113522878,0.306445695,1.6790287674,0.0674965897,1,0,1,1,1,1,1,6,0.1666666667,0.3492220994,-0.073484,0.730255,0.5788464359
140184,-0.787703611,,0.6140252308,-0.783213476,-0.868104147,,-0.09027453,1,0,1,1,1,0,1,5,0.2,-0.383054107,-0.073484,0.730255,-0.423921138
140185,0.6224850383,0.7600966487,0.8790058358,0.465856806,0.6173559475,-0.243211617,0.5450972078,1,1,1,1,1,1,1,7,0.1428571429,0.5209551239,-0.073484,0.730255,0.8140149517
140186,-0.317640728,0.399003353,1.8726831046,-0.135547404,0.0646266098,1.1450731052,-0.040542329,1,1,1,1,1,1,1,7,0.1428571429,0.4268079588,-0.073484,0.730255,0.6850912975
140187,0.309109783,-0.684276534,-2.102025971,0.6971661174,1.2046308687,0.5577218767,-0.368088893,1,1,1,1,1,1,1,7,0.1428571429,-0.055108965,-0.073484,0.730255,0.0251618059
140189,-1.571141749,,0.5477800796,-0.413118577,0.2028089442,-0.723771713,-1.475059087,1,0,1,1,1,1,1,6,0.1666666667,-0.572083684,-0.073484,0.730255,-0.682775282
140191,-1.336110308,,1.0777412896,1.437355914,-0.349920393,0.6645130092,1.3785402971,1,0,1,1,1,1,1,6,0.1666666667,0.4786866348,-0.073484,0.730255,0.7561331443
140197,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
140200,0.9358602936,-0.323183238,1.3427218946,0.9747372911,-0.419011561,0.3975351781,1.2404905673,1,1,1,1,1,1,1,7,0.1428571429,0.5927357751,-0.073484,0.730255,0.9123102518
140202,0.4657974106,0.7600966487,0.4152897771,0.789689842,0.6173559475,1.7858198998,-1.949229898,1,1,1,1,1,1,1,7,0.1428571429,0.4121170897,-0.073484,0.730255,0.6649738512
140206,0.309109783,,,-0.181809266,0.8246294491,,,1,0,0,1,1,0,0,3,0.3333333333,0.3173099887,-0.073484,0.730255,0.5351464911
140208,1.0925479213,0.6397322168,0.8127606846,1.437355914,0.9973573671,1.7324243336,0.1176575164,1,1,1,1,1,1,1,7,0.1428571429,0.9756908505,-0.073484,0.730255,1.4367229378
140209,-1.101078866,0.2786389211,-1.042103551,-0.505642302,-0.729921813,-0.777167279,0.7740368218,1,1,1,1,1,1,1,7,0.1428571429,-0.443319724,-0.073484,0.730255,-0.506447931
140210,,,-0.379652038,0.0957619077,-1.766289321,,,0,0,1,1,1,0,0,3,0.3333333333,-0.68339315,-0.073484,0.730255,-0.835200724
140211,0.309109783,,0.0178188695,1.3910940517,0.4100824459,0.8780952741,0.8597819956,1,0,1,1,1,1,1,6,0.1666666667,0.6443304033,-0.073484,0.730255,0.982963128
140213,0.7008288521,1.602647672,1.4089670459,0.1882856323,-0.039010141,0.0237662145,-1.090491982,1,1,1,1,1,1,1,7,0.1428571429,0.3992847562,-0.073484,0.730255,0.6474014546
140217,0.1524221553,,0.4152897771,0.5583805306,-1.109923233,-0.243211617,,1,0,1,1,1,1,0,5,0.2,-0.045408477,-0.073484,0.730255,0.0384455014
140223,1.8759860596,1.1211899444,1.8064379534,1.4836177763,0.7900838655,1.6790287674,1.5474582895,1,1,1,1,1,1,1,7,0.1428571429,1.471971808,-0.073484,0.730255,2.1163223127
140224,0.309109783,,0.0178188695,1.2060466026,0.8591750327,0.5043263105,,1,0,1,1,1,1,0,5,0.2,0.5792953197,-0.073484,0.730255,0.8939051025
140228,0.2307659691,0.6397322168,0.6140252308,0.465856806,0.0646266098,-3.233363325,1.0642842351,1,1,1,1,1,1,1,7,0.1428571429,-0.022010322,-0.073484,0.730255,0.0704865683
140231,1.3275793628,0.7600966487,0.0178188695,1.113522878,0.2719001114,-0.296607183,0.6111209916,1,1,1,1,1,1,1,7,0.1428571429,0.543633097,-0.073484,0.730255,0.8450698131
140233,-0.552672169,-1.04536983,-1.042103551,-0.551904164,-0.453557144,-0.029629352,-0.317499241,1,1,1,1,1,1,1,7,0.1428571429,-0.570390779,-0.073484,0.730255,-0.680457045
140239,-0.631015983,-1.165734262,-0.909613248,0.2808093569,1.2046308687,-2.005265302,-1.006890438,1,1,1,1,1,1,1,7,0.1428571429,-0.604725572,-0.073484,0.730255,-0.727474574
140242,0.1524221553,1.602647672,1.4089670459,1.3910940517,0.2373545278,0.9848864065,0.9613900266,1,1,1,1,1,1,1,7,0.1428571429,0.9626802694,-0.073484,0.730255,1.4189064516
140251,0.8575164798,,0.0840640208,1.0209991534,0.5137191967,0.0771617807,,1,0,1,1,1,1,0,5,0.2,0.5106921263,-0.073484,0.730255,0.7999609633
140252,-0.004265472,-0.563912102,1.6077024996,0.8822135666,0.1682633606,0.5577218767,1.9110178264,1,1,1,1,1,1,1,7,0.1428571429,0.6512487936,-0.073484,0.730255,0.9924370635
140258,1.4059231766,1.2415543763,1.0777412896,1.0209991534,0.6864471147,-0.296607183,0.4795021498,1,1,1,1,1,1,1,7,0.1428571429,0.8022228682,-0.073484,0.730255,1.1991785981
140275,-0.317640728,,-1.638309912,-1.014522787,-0.557193895,,,1,0,1,1,1,0,0,4,0.25,-0.88191683,-0.073484,0.730255,-1.107055944
140276,0.7008288521,1.1211899444,1.2102315921,1.5761415008,0.8937206163,0.5043263105,0.1969718021,1,1,1,1,1,1,1,7,0.1428571429,0.8862015169,-0.073484,0.730255,1.3141776451
140280,0.2307659691,-0.804640966,-1.903290517,-0.968260925,-1.248105567,-0.61698058,0.4452040803,1,1,1,1,1,1,1,7,0.1428571429,-0.695044072,-0.073484,0.730255,-0.851155314
140281,2.1110175011,-0.082454375,1.2764767434,3.1953066808,2.5864542128,1.7324243336,1.5333103358,1,1,1,1,1,1,1,7,0.1428571429,1.764647919,-0.073484,0.730255,2.5171083979
140286,0.0740783415,,0.6140252308,1.6224033631,1.1355397015,-0.510189448,0.0117622267,1,0,1,1,1,1,1,6,0.1666666667,0.4912699027,-0.073484,0.730255,0.7733644743
140288,1.4842669904,-0.082454375,1.4752121971,1.2523084649,0.5828103639,0.7713041416,0.7217322658,1,1,1,1,1,1,1,7,0.1428571429,0.8864542927,-0.073484,0.730255,1.3145237923
140289,0.5441412244,,-2.830722634,-0.320594853,-0.79901298,0.1839529132,,1,0,1,1,1,1,0,5,0.2,-0.644447266,-0.073484,0.730255,-0.781868839
140290,-0.239296914,,0.8790058358,1.9924982614,1.1009941179,-0.136420484,0.4079049297,1,0,1,1,1,1,1,6,0.1666666667,0.6674476245,-0.073484,0.730255,1.0146194889
140291,0.0740783415,-0.082454375,1.8064379534,1.3448321894,1.1009941179,1.0382819727,-0.094561789,1,1,1,1,1,1,1,7,0.1428571429,0.7410869159,-0.073484,0.730255,1.1154599819
140292,-0.317640728,,-0.048426282,0.2345474946,-0.073555725,-0.563585014,,1,0,1,1,1,1,0,5,0.2,-0.153732051,-0.073484,0.730255,-0.109891104
140294,,,-1.307084156,,0.7209926983,,,0,0,1,0,1,0,0,2,0.5,-0.293045729,-0.073484,0.730255,-0.300665074
140300,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
140304,-0.474328355,,-1.307084156,1.0672610157,0.4791736131,0.6645130092,,1,0,1,1,1,1,0,5,0.2,0.0859070254,-0.073484,0.730255,0.2182668953
140308,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
14034F,,,1.8726831046,2.2238075728,2.5173630456,,,0,0,1,1,1,0,0,3,0.3333333333,2.2046179077,-0.073484,0.730255,3.1195964137
141300,,,,,-0.937195315,,,0,0,0,0,1,0,0,1,1,-0.937195315,-0.073484,0.730255,-1.182753435
141301,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141302,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141303,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141304,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141305,,,,-2.124807482,-0.522648311,,,0,0,0,1,1,0,0,2,0.5,-1.323727897,-0.073484,0.730255,-1.712065102
141306,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141307,,,,,0.3755368623,,,0,0,0,0,1,0,0,1,1,0.3755368623,-0.073484,0.730255,0.6148814603
141308,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141309,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141310,,,,-2.726211692,0.0300810262,,,0,0,0,1,1,0,0,2,0.5,-1.348065333,-0.073484,0.730255,-1.745392406
141311,,,-1.837045366,-0.921999063,-1.144468816,,,0,0,1,1,1,0,0,3,0.3333333333,-1.301171081,-0.073484,0.730255,-1.681176153
141312,,,,,0.5137191967,,,0,0,0,0,1,0,0,1,1,0.5137191967,-0.073484,0.730255,0.8041061861
141313,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141315,,,0.2165543233,-1.986021895,0.1682633606,,,0,0,1,1,1,0,0,3,0.3333333333,-0.533734737,-0.073484,0.730255,-0.630260835
141316,,,,,0.9282661999,,,0,0,0,0,1,0,0,1,1,0.9282661999,-0.073484,0.730255,1.3717803635
141317,,,0.2165543233,-0.043023679,1.1700852851,,,0,0,1,1,1,0,0,3,0.3333333333,0.4478719764,-0.073484,0.730255,0.7139360334
141318,,,,0.0495000455,0.4446280295,,,0,0,0,1,1,0,0,2,0.5,0.2470640375,-0.073484,0.730255,0.438952785
141319,,,,,-0.557193895,,,0,0,0,0,1,0,0,1,1,-0.557193895,-0.073484,0.730255,-0.662385439
141320,,,-1.505819609,-0.181809266,0.1682633606,,,0,0,1,1,1,0,0,3,0.3333333333,-0.506455172,-0.073484,0.730255,-0.592904625
141321,,,-0.644632643,,0.0300810262,,,0,0,1,0,1,0,0,2,0.5,-0.307275808,-0.073484,0.730255,-0.320151523
141322,,,0.1503091721,0.4195949437,-0.591739479,,,0,0,1,1,1,0,0,3,0.3333333333,-0.007278454,-0.073484,0.730255,0.090660158
141323,,,-0.578387492,,1.2391764523,,,0,0,1,0,1,0,0,2,0.5,0.3303944803,-0.073484,0.730255,0.5530641891
141324,,,-1.108348702,-0.413118577,-3.355386167,,,0,0,1,1,1,0,0,3,0.3333333333,-1.625617815,-0.073484,0.730255,-2.125468431
141325,,,-1.572064761,-0.228071128,0.9973573671,,,0,0,1,1,1,0,0,3,0.3333333333,-0.267592841,-0.073484,0.730255,-0.265810288
141326,,,0.6140252308,-0.968260925,-1.317196734,,,0,0,1,1,1,0,0,3,0.3333333333,-0.557144143,-0.073484,0.730255,-0.662317309
141327,,,-1.505819609,,-3.459022918,,,0,0,1,0,1,0,0,2,0.5,-2.482421263,-0.073484,0.730255,-3.298761662
141328,,,-0.777122945,-0.921999063,-0.764467397,,,0,0,1,1,1,0,0,3,0.3333333333,-0.821196468,-0.073484,0.730255,-1.02390643
141329,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141330,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141331,,,,,0.133717777,,,0,0,0,0,1,0,0,1,1,0.133717777,-0.073484,0.730255,0.2837381902
141332,,,,,0.0991721934,,,0,0,0,0,1,0,0,1,1,0.0991721934,-0.073484,0.730255,0.2364320087
141333,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141334,,,,,0.7209926983,,,0,0,0,0,1,0,0,1,1,0.7209926983,-0.073484,0.730255,1.0879432748
141335,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141336,,,-0.313406887,-0.968260925,0.2028089442,,,0,0,1,1,1,0,0,3,0.3333333333,-0.359619622,-0.073484,0.730255,-0.391830323
141337,,,-0.313406887,,0.1682633606,,,0,0,1,0,1,0,0,2,0.5,-0.072571763,-0.073484,0.730255,0.001248523
141338,,,,,-1.420833485,,,0,0,0,0,1,0,0,1,1,-1.420833485,-0.073484,0.730255,-1.845039975
141339,,,-2.035780819,-0.8757372,-1.835380488,,,0,0,1,1,1,0,0,3,0.3333333333,-1.582299503,-0.073484,0.730255,-2.066149012
141340,,,,,-1.282651151,,,0,0,0,0,1,0,0,1,1,-1.282651151,-0.073484,0.730255,-1.655815249
141341,,,-0.777122945,,-0.073555725,,,0,0,1,0,1,0,0,2,0.5,-0.425339335,-0.073484,0.730255,-0.481825868
141342,,,,,-0.971740898,,,0,0,0,0,1,0,0,1,1,-0.971740898,-0.073484,0.730255,-1.230059616
141343,,,1.0114961383,0.8822135666,-0.695376229,,,0,0,1,1,1,0,0,3,0.3333333333,0.3994444918,-0.073484,0.730255,0.6476201941
141344,,,,,-0.626285062,,,0,0,0,0,1,0,0,1,1,-0.626285062,-0.073484,0.730255,-0.756997802
141345,,,-0.578387492,0.3270712192,-0.211738059,,,0,0,1,1,1,0,0,3,0.3333333333,-0.154351444,-0.073484,0.730255,-0.110739292
141346,,,,-0.644427889,-1.317196734,,,0,0,0,1,1,0,0,2,0.5,-0.980812312,-0.073484,0.730255,-1.242481868
141347,,,,0.0032381832,0.1682633606,,,0,0,0,1,1,0,0,2,0.5,0.0857507719,-0.073484,0.730255,0.2180529242
141348,,,,1.2985703271,1.8609969572,,,0,0,0,1,1,0,0,2,0.5,1.5797836421,-0.073484,0.730255,2.2639581509
141349,,,,0.6509042552,-1.351742318,,,0,0,0,1,1,0,0,2,0.5,-0.350419031,-0.073484,0.730255,-0.379231177
141350,,,-0.379652038,-0.181809266,-0.488102728,,,0,0,1,1,1,0,0,3,0.3333333333,-0.349854677,-0.073484,0.730255,-0.378458359
141351,,,0.0178188695,-0.228071128,0.0646266098,,,0,0,1,1,1,0,0,3,0.3333333333,-0.048541883,-0.073484,0.730255,0.0341546647
141352,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
141353,,,,,,,,0,0,0,0,0,0,0,0,,,-0.073484,0.730255,
150001,,,0.4815349283,-0.968260925,-1.524470236,0.3975351781,,0,0,1,1,1,1,0,4,0.25,-0.403415264,-0.073484,0.730255,-0.451803388
150002,-1.022735052,,1.9389282559,-0.736951613,0.1682633606,0.0771617807,-0.906139859,1,0,1,1,1,1,1,6,0.1666666667,-0.080245521,-0.073484,0.730255,-0.009259801
150005,0.309109783,,-0.710877794,0.5583805306,0.9628117835,1.3052598038,,1,0,1,1,1,1,0,5,0.2,0.4849368213,-0.073484,0.730255,0.7646920519
150006,-0.787703611,,0.4815349283,-1.47714141,-1.282651151,-0.61698058,-0.338506808,1,0,1,1,1,1,1,6,0.1666666667,-0.670241439,-0.073484,0.730255,-0.817190975
150007,-1.101078866,,-2.035780819,-1.986021895,0.2373545278,-0.083024918,-0.177305881,1,0,1,1,1,1,1,6,0.1666666667,-0.857642975,-0.073484,0.730255,-1.073815707
150008,,,1.0114961383,0.3733330814,0.3755368623,0.6111174429,1.1706082506,0,0,1,1,1,1,1,5,0.2,0.7084183551,-0.073484,0.730255,1.0707241661
150009,-0.552672169,,0.3490446258,-1.014522787,0.2028089442,0.9848864065,0.593543231,1,0,1,1,1,1,1,6,0.1666666667,0.0938480419,-0.073484,0.730255,0.2291411989
