PROVIDER_ID,IMM_3_DEN,EDAC_30_AMI_DEN,READM_30_HOSP_WIDE_DEN,EDAC_30_HF_DEN,OP_18B_DEN,OP_23_DEN,MORT_30_COPD_DEN,HAI_3_DEN_VOL,HAI_5_DEN_PRED,OP_13_DEN,HAI_5_DEN_VOL,HAI_1_DEN_VOL,READM_30_HIP_KNEE_DEN,H_NUMB_COMP,HAI_6_DEN_VOL,MORT_30_HF_DEN,PC_01_DEN,SAFE_USE_OF_OPIOIDS_DEN,READM_30_COPD_DEN,OP_10_DEN,COMP_HIP_KNEE_DEN,HAI_2_DEN_PRED,OP_29_DEN,OP_22_DEN,MORT_30_AMI_DEN,MORT_30_PN_DEN,OP_36_DEN,MORT_30_CABG_DEN,HAI_1_DEN_PRED,HAI_6_DEN_PRED,H_RESP_RATE_P,HCP_COVID_19_DEN,READM_30_CABG_DEN,PSI_90_SAFETY_DEN,HAI_3_DEN_PRED,OP_8_DEN,MORT_30_STK_DEN,PSI_4_SURG_COMP_DEN,HAI_2_DEN_VOL,OP_32_DEN,OP_35_ED_DEN,OP_35_ADM_DEN,SEP_1_DEN,EDAC_30_PN_DEN,HAI_4_DEN_VOL,HAI_4_DEN_PRED,Total_m_cnt,std_MORT_30_AMI,std_MORT_30_CABG,std_MORT_30_COPD,std_MORT_30_HF,std_MORT_30_PN,std_MORT_30_STK,std_PSI_4_SURG_COMP,std_COMP_HIP_KNEE,std_HAI_1,std_HAI_2,std_HAI_3,std_HAI_4,std_HAI_5,std_HAI_6,std_PSI_90_SAFETY,std_EDAC_30_AMI,std_EDAC_30_HF,std_EDAC_30_PN,std_OP_32,std_READM_30_CABG,std_READM_30_COPD,std_READM_30_HIP_KNEE,std_READM_30_HOSP_WIDE,std_OP_35_ADM,std_OP_35_ED,std_OP_36,std_H_COMP_1_STAR_RATING,std_H_COMP_2_STAR_RATING,std_H_COMP_3_STAR_RATING,std_H_COMP_5_STAR_RATING,std_H_COMP_6_STAR_RATING,std_H_COMP_7_STAR_RATING,std_H_GLOB_STAR_RATING,std_H_INDI_STAR_RATING,std_HCP_COVID_19,std_IMM_3,std_OP_10,std_OP_13,std_OP_18B,std_OP_22,std_OP_23,std_OP_29,std_OP_8,std_PC_01,std_SAFE_USE_OF_OPIOIDS,std_SEP_1
241379,171,,,,167,,,,,,,,,,,,,26,,,,,,1156,,,,,,,,157,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093689554,-0.482462636,,,0.8081982834,1.03188899,,,,,-2.926978389,
241380,360,,202,41,366,13,,,,,,,26,213,,40,,278,,329,,,,8589,,45,,,,,31,395,,,,,,,,342,,,45,46,,,23,,,,-2.402378656,0.4100824459,,,,,,,,,,,,-1.177651847,1.7906759138,-1.137082783,,,-0.315101193,0.6208315229,,,,1.5777071423,1.5776682088,1.6495079648,0.7686551275,0.6784137042,0.9331768019,0.7193713829,1.5474925688,0.1789886031,0.6083795968,0.1226899648,,0.2284188838,0.1636017162,0.7418739439,,,,0.1956780474,-0.263538719
241381,478,,102,,353,,,,,52,,,,105,,,,165,,191,,1.04,,7686,,52,,,,,21,,,,,,,,426,42,31,31,,49,,,21,,,,,-1.593561403,,,,,1.0287769037,,,,,,,,1.2814580235,0.2899733314,,,,0.1782482455,-0.006743138,0.3948059626,,1.5777071423,-0.436147184,1.6495079648,0.7686551275,-0.312251048,-0.038194859,-0.226011679,0.0203364607,,0.4992953735,-0.661690368,-0.207978174,0.9765213348,1.03188899,,,,,1.2977920836,
250001,12038,78,2717,356,381,,74,389,23.869,233,237441,38025,32,1450,204580,291,23,8252,90,952,27,56.399,87,99520,70,176,457,63,47.542,101.905,13,11726,62,,13.064,,323,249,33294,332,372,372,94,182,396,3.862,44,-0.552672169,0.399003353,-0.909613248,0.465856806,0.6864471147,1.2518642376,-2.801965651,0.6987290924,0.0631598388,0.0259732406,-0.489183419,-1.838842615,-0.491035208,0.5736022984,-0.598049068,-0.990961117,-1.724787189,-0.285703932,-1.340947943,-0.591814703,-0.133747291,0.8691894486,-1.297029346,-0.37179433,1.3272233401,-0.257980078,-0.243473324,0.5707605124,-0.231670805,-0.254180641,-1.3029158,-0.038194859,0.2466798521,0.0203364607,1.0713898436,1.2628849367,-2.357647845,0.0248103565,-0.4074682,-2.441260105,,0.6210143556,,-1.296456264,0.5630493928,-2.462914211
250002,260,,201,60,431,,28,,,,,,,,5056,48,,216,27,376,,,,7569,,125,,,,1.143,,254,,,,,,,,,,,24,127,,,15,,,-2.234516273,-0.8757372,-0.729921813,,,,,,,,,1.0249376044,,,0.4494810816,1.4307115431,,,0.6607559558,,1.3584703187,,,,,,,,,,,,-0.52501682,0.6629217084,-1.700464323,,1.1074392638,0.5977453531,,,,,-0.355378971,1.6386238674
250004,6507,308,5095,916,418,,274,261,10.687,,116921,14520,66,953,109075,765,57,5450,309,2017,62,20.915,,66623,298,744,1458,346,15.743,55.278,16,5696,337,,7.218,,758,191,16304,57,722,722,404,820,,,41,-2.119548446,-0.925005398,-3.294438693,-1.060784649,-0.211738059,-0.350002749,0.374035586,-0.374518794,-0.057774702,-0.364863059,-1.815984163,,0.4394825575,0.4423466226,-0.112706581,1.5482337077,0.4352079857,0.1752260548,-0.729352465,1.6868814799,0.462130144,1.2075582032,1.2109425595,0.0662671,0.2782537905,-1.283551615,-0.243473324,0.5707605124,-0.231670805,-1.277016409,-1.3029158,-0.038194859,-0.226011679,0.0203364607,-0.52501682,-0.209752078,-0.682889837,,-1.024652722,-1.138829195,,,,-1.707153563,0.7467350655,1.2225258016
250006,660,,671,140,526,19,39,,,84,,,,306,11487,128,64,820,47,813,,,62,28140,,174,128,,,3.846,14,720,,,,52,58,,,188,363,363,168,175,,,34,,,0.4815349283,-0.551904164,-0.004464557,0.3975351781,,,,,,,,-1.369902795,-0.004852695,,0.4352079857,0.385936906,0.2899733314,,0.5614430499,,-0.264335032,-4.095316484,-1.236924448,-0.257980078,1.5777071423,1.5776682088,0.70891858,1.7914908957,0.6784137042,0.9331768019,1.1920629137,1.0384405328,-0.510143466,-0.427920525,-1.403671764,0.6067816818,0.2658240063,-0.270541921,-0.147072549,0.6210143556,-0.1346053,-0.064364365,1.2977920836,1.6980664483
250007,803,,392,64,399,,33,,,,,,,298,12561,55,57,907,41,221,,2.396,49,26184,,88,32,,,5.41,12,611,,,,66,35,,2844,146,,,133,95,,,31,,,-0.51214234,-2.957521003,-0.073555725,-0.18981605,,,,1.0287769037,,,,1.0249376044,-1.083391555,,-1.125317163,-0.601770209,0.391905911,,0.3628172381,,-0.706918309,,,-1.283551615,-1.154063558,-1.44305488,-2.112849574,-1.277016409,-1.3029158,-1.00956652,-2.116777802,-0.997767611,-0.515101251,-2.118725986,-0.025706314,,0.1162035161,-0.704685558,,-0.380755023,-1.524251307,-1.912502213,0.7467350655,-1.155177432
250009,1578,166,1953,411,395,26,148,49,1.441,284,22717,3834,240,403,21968,333,67,1880,175,1680,222,9.042,,27832,129,518,368,63,3.473,9.962,19,1621,60,,1.446,82,190,66,7989,,,,516,579,,,41,-1.022735052,-0.684276534,-0.710877794,-1.662188859,-0.453557144,0.130557347,-0.437542484,-0.52783992,-0.587712575,0.4596643975,-0.700508537,,1.1916109066,-0.131033434,0.5883436779,1.127913476,0.2258692463,-0.070603272,,-0.711746081,0.9586946735,-1.499391834,0.1782482455,,,-0.257980078,0.6671169089,1.5776682088,0.70891858,-0.254180641,0.6784137042,0.9331768019,0.2466798521,0.0203364607,-0.505185681,-1.57330487,0.6738761448,-0.440766704,0.0600958323,0.1636017162,0.8987468544,,1.8247955697,-0.269713014,-0.355378971,0.2714445081
250017,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,90,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52501682,,-3.332823394,,,,,,,,,
250018,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.52501682,-1.90055754,,,,,,,,,,
250019,6044,307,3263,767,463,17,185,161,7.351,715,75052,7768,64,418,70887,611,208,4399,196,2004,60,13.461,145,71050,284,669,984,101,8.023,34.957,17,5110,97,,4.415,150,275,122,10679,3446,472,472,147,686,173,1.648,46,-2.19789226,-0.202818807,-0.313406887,-0.968260925,-0.626285062,-1.417914073,-1.064339704,0.852050219,0.2995936591,-0.11801908,0.8456423297,-0.77501558,0.5359092689,0.628867846,-1.676587928,0.5348589025,-1.039678587,0.6361560417,1.717029446,0.0078421871,1.455259203,0.7000050712,0.1782482455,-0.152763615,-0.770715759,0.4257342795,0.6671169089,0.5707605124,0.70891858,0.7686551275,-0.312251048,-0.038194859,0.2466798521,-0.997767611,-0.495270112,-0.809715306,-0.894884521,-0.382569571,-0.201740026,-2.007116468,-0.61769128,0.4779044444,1.6997274291,-0.680410314,0.7467350655,0.2714445081
250020,293,,187,66,430,,26,,,,,,,,5734,60,,154,31,276,,,,7071,,145,,,,1.208,,214,,,,,43,,,,,,41,149,,,16,,,-1.837045366,-1.338355823,-0.211738059,-0.083024918,,,,,,,,-0.88172379,,,0.7730045879,1.5185077311,,,0.1641914263,,-0.116807273,,,,,,,,,,,,-0.52501682,0.4992953735,-0.91608399,,1.5188956119,1.03188899,,,,,-0.722750316,0.6280999932
250025,422,,433,58,357,,64,52,,,,,,244,11466,54,31,848,75,471,,1.164,177,22707,,151,106,,,5.423,15,409,,,1.444,,,,1690,675,,,53,159,,,30,,,0.2165543233,-1.292093961,-2.319018659,,,,,-0.443715997,0.2223669801,,,0.6012350722,0.6422706209,,1.6579365317,0.8161382271,1.8189620256,,0.462130144,,-0.854446069,,,-0.257980078,1.5777071423,1.5776682088,0.70891858,1.7914908957,0.6784137042,1.904548463,1.6647544446,1.0384405328,-0.52501682,-0.26429419,-0.386097278,,0.4902547416,0.5977453531,,0.5494594,,-2.117850863,1.4814777564,1.5791812866
250027,131,,73,30,612,,,,,,,,,,,28,,86,,223,,,,9118,,70,,,,,,132,,,,,,,,,,,,67,,,11,,,,-0.320594853,-0.764467397,,,,,,,,,,,,-0.887432231,-0.426177833,,,,,0.3257760046,,,,,,,,,,,,-0.148225185,0.6629217084,-0.386097278,,1.0887367025,0.1636017162,,,,,0.5630493928,
250031,943,162,906,260,396,14,49,,2.419,115,35563,3410,,414,34638,238,36,885,52,471,,6.187,50,24896,161,211,179,31,3.561,16.251,15,1118,31,,,,28,41,4972,71,,,143,218,,,39,-0.631015983,0.6397322168,0.2827994746,-0.089285541,-1.420833485,-1.150936242,-0.677628971,,-0.93013397,-0.080306806,,,-0.801207796,1.0249376044,-0.058779638,-0.253961258,-0.44496626,-0.843209726,-0.831285044,-0.591814703,-0.828937633,,-0.854446069,,,0.4257342795,-1.154063558,-0.436147184,-1.17226019,-0.254180641,-1.3029158,-1.00956652,-2.116777802,-0.488715575,-0.371325495,-2.500520768,0.1014904963,-0.498963836,0.6772803544,1.03188899,0.4281281229,0.3347945331,,0.5516815849,1.2977920836,-0.857964528
250034,2087,307,3448,758,539,22,150,177,2.586,297,53547,7721,,399,51688,609,81,3073,175,775,,4.998,102,41763,307,695,632,78,6.117,21.843,16,1955,74,,4.82,,187,129,6372,421,,,666,791,,,40,-0.631015983,-0.563912102,-0.114671433,0.0957619077,0.0991721934,-0.296607183,2.203408869,,-0.13250953,1.0287769037,-0.792796089,,-1.914936313,0.7094634364,-0.382341296,0.321819881,-0.145231246,0.1137687232,0.4938384906,-0.591814703,-0.828937633,,-1.149501587,,,0.4257342795,0.6671169089,0.5707605124,-0.231670805,0.7686551275,0.6784137042,0.9331768019,0.7193713829,-0.488715575,-0.440734481,-2.009641763,-0.174102594,-1.313723692,0.4341470578,0.1636017162,0.3235461825,-1.382524402,,-0.475061664,0.5630493928,1.5791812866
250036,379,,121,36,389,,,,,,,,,108,3703,37,,189,,203,,,65,11115,,65,,,,1.047,20,374,,,,,,,,164,,,26,66,,,24,,,,-1.292093961,-4.14993459,,,,,,,,,1.0249376044,0.2108550769,,-1.039678587,0.473733094,0.1880407518,,,,0.1782482455,,,,-0.243473324,-0.436147184,0.70891858,0.7686551275,1.6690784566,0.9331768019,0.2466798521,1.0384405328,-0.52501682,-1.082425865,0.2922857125,,0.1162035161,-1.138829195,,-1.167859535,,,0.5630493928,-2.225143887
250038,387,,244,40,394,,,,,,,,,131,5209,29,,265,30,226,,1.004,32,20190,,60,74,,,2.079,14,399,,,,,,,1468,41,,,72,64,,,27,,,,0.6509042552,0.0646266098,,,,,1.0287769037,,,,-0.08267608,0.2108550769,,-0.706639684,0.5044617598,0.2899733314,,-0.133747291,,-1.592084864,,,-0.257980078,1.5777071423,0.5707605124,0.70891858,1.7914908957,-1.3029158,0.9331768019,0.7193713829,1.5474925688,1.3539835698,-0.427920525,0.8434718925,,0.6398752319,-1.138829195,,0.6210143556,,,1.1141064109,-1.452390336
250040,4340,198,2656,568,396,38,153,247,3.346,272,62436,6841,366,1247,59094,487,52,4586,163,1470,342,10.908,31,82066,177,319,372,91,6.195,23.277,18,3599,85,,7.22,49,257,89,10513,146,278,278,396,326,301,3.208,46,-1.336110308,-1.286098694,-0.843368097,-1.47714141,-0.522648311,0.5577218767,-0.802816924,-0.06787654,0.5387451096,-0.227727515,0.9633423957,0.1408277337,0.2305580161,0.0347632085,-2.054076529,0.5809213936,-0.13095815,-0.061823653,0.1880407518,-0.711746081,-0.729624727,-1.330207457,-0.854446069,-0.80985576,0.0451494461,-2.65098033,0.6671169089,0.5707605124,0.70891858,0.7686551275,-0.312251048,0.9331768019,0.7193713829,0.5293884968,-0.52501682,-0.537004748,-0.470895152,-0.789949499,-0.313955393,-2.441260105,0.6895829737,-0.523864934,-1.023978745,0.5516815849,0.1956780474,0.5092148315
250042,326,,86,41,341,12,,,,,,,,106,,36,94,118,,129,,,,15586,,56,,,,,15,274,,,,,,,,,,,41,54,,,23,,,,-0.089285541,-0.280829226,,,,,,,,,,0.6422706209,,2.0813717092,0.0698706292,,,,,0.1782482455,,,,-1.154063558,-0.436147184,0.70891858,0.7686551275,0.6784137042,-0.038194859,-1.17139474,-0.488715575,-0.396114419,-1.409678535,-0.08930472,,0.247121445,-1.572972831,-1.088310012,,,-0.475061664,2.2162204472,-0.382423881
250043,486,,202,46,417,,26,,,,,,,,,40,,249,27,299,,,,21103,,121,,,,,,550,,,,,,,,117,,,43,115,,,16,,,-0.51214234,0.2808093569,-1.1790144,,,,,,,,,,0.1030011909,,0.4399656843,0.4825127128,0.6977036498,,-0.828937633,,0.1782482455,,,,,,,,,,,,1.0366853509,0.6083795968,0.6526766764,,1.1822495089,0.1636017162,,,,,-0.539064643,-0.025768396
250044,219,,211,73,408,,47,,,,,,,106,2761,65,,153,54,353,,,51,11243,,108,46,,,1.044,26,262,,,,,,,,368,,,47,104,,,27,,,-0.777122945,0.4195949437,-0.246283643,,,,,,,,,1.0249376044,0.1569281339,,0.0212882055,0.4825127128,0.4938384906,,0.6607559558,,1.0634148004,,,0.7675914583,1.5777071423,1.5776682088,1.6495079648,1.7914908957,1.6690784566,1.904548463,1.6647544446,1.5474925688,-0.52501682,0.7174638201,0.1438894333,,0.9952238961,0.5977453531,,0.6210143556,,,-0.355378971,0.4497722506
250048,5000,381,4508,712,360,,180,356,8.791,,133749,16045,104,1684,126256,617,194,5138,188,1932,97,15.486,,44291,333,942,804,149,13.495,60.809,18,3116,145,,9.694,149,1133,194,15257,126,220,220,361,968,215,2.138,43,-2.432923701,-0.082454375,-4.420606264,-0.690689751,-1.731743737,0.5577218767,-0.268195766,0.6987290924,-0.029239585,0.2539610819,0.3213420357,-1.312103353,-0.818886026,0.5712995672,0.2108550769,-0.069711294,-1.191924943,-1.352427616,-0.117756987,-0.591814703,-1.12687635,-0.315101193,-0.706918309,1.8185128196,0.3948059626,-0.257980078,-1.154063558,0.5707605124,-1.17226019,-1.277016409,-1.3029158,-0.038194859,-0.226011679,-0.488715575,-0.520059035,0.6083795968,-0.576892494,,-1.660539805,-0.704685558,,,0.9215256651,-0.475061664,0.5630493928,-0.085210977
250049,121,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,-0.116807273,,,,,,,,,,,,-0.52501682,-2.664147103,,,,,,,,,,
250050,762,,302,40,401,,,,,,,,,496,6369,38,59,885,,618,,,47,24188,,131,266,,,2.476,37,970,,,,,43,,,373,,,104,134,,,27,,,,-0.8757372,-1.869926072,-0.670376146,,,,,,,,-0.835669167,-0.328414353,,1.0822549984,0.7459012767,-1.035150204,,,,0.7683592821,,,-0.257980078,0.6671169089,0.5707605124,0.70891858,0.7686551275,0.6784137042,-0.038194859,-0.226011679,0.5293884968,0.689640424,-0.700631083,-1.658065386,,0.5089573029,-0.270541921,,0.6210143556,,-1.091107614,2.2162204472,-0.263538719
250057,869,,454,80,348,25,32,,,255,,,,406,8177,54,75,1064,35,533,,1.112,122,26338,,113,398,,,2.607,26,784,,,,72,,,2037,612,,,170,131,,,32,,,-1.837045366,-1.986021895,-2.111745157,,,,,1.0287769037,,,,-0.74125719,-0.382341296,,0.8824316562,0.4825127128,0.5957710702,,-1.12687635,,-0.706918309,,,1.1094486371,1.5777071423,1.5776682088,0.70891858,1.7914908957,1.6690784566,0.9331768019,1.6647544446,1.0384405328,-0.505185681,-0.91879953,0.7162750817,-0.498963836,0.247121445,0.1636017162,-0.147072549,0.6210143556,-0.19019114,-0.064364365,1.6651634291,-0.263538719
250058,2693,51,1200,225,419,17,109,,1.863,75,37581,3661,69,641,35343,188,62,1671,119,486,59,4.733,17,45003,85,350,141,,2.52,21.379,27,2324,,,,,138,,6869,71,110,110,77,354,156,1.313,41,-0.866047425,,-1.638309912,-2.171069344,-1.248105567,-0.61698058,,1.0053713456,-0.101256783,-0.05802228,,1.1084136071,-0.534427228,0.0554877889,-2.647272902,-1.117632967,-0.868401437,-1.39632571,0.1880407518,,-1.424815068,0.5308206939,-3.214890215,-0.517814807,-0.421059243,1.4513058159,-0.243473324,0.5707605124,-0.231670805,-0.254180641,-0.312251048,-0.038194859,-0.226011679,0.0203364607,-0.495270112,-1.191510088,0.037892091,0.4321902842,0.0600958323,0.1636017162,0.8987468544,-2.742068558,,-0.680410314,1.2977920836,0.330887089
250061,318,,141,30,,,41,,,,,,,,,25,,48,46,,,,,,,28,,,,,,278,,,,,,,,,,,,26,,,10,,,0.5477800796,-0.366856715,0.6173559475,,,,,,,,,,,,-1.919852833,0.7107828015,,,0.9586946735,,-0.264335032,,,,,,,,,,,,3.7089312878,-2.827773438,,,,,,,,,1.2977920836,
250067,437,,191,40,435,,,,,,,,,,6545,41,29,287,,347,,,106,16727,,82,103,,,2.132,,391,,,,,,,,122,99,99,39,83,,,20,,,,-0.274332991,-0.349920393,,,,,,,,,-0.055043306,0.3187089629,,2.0052485312,0.6493254699,-0.729352465,,,,1.5059980778,-0.444804568,-0.071402726,0.7675914583,,,,,,,,,-0.52501682,-0.864257418,-0.598091963,,0.9391162123,0.1636017162,,0.1201296663,,0.5516815849,1.1141064109,1.5791812866
250069,933,105,864,143,422,12,69,103,,111,,2395,122,511,22270,133,26,2028,73,427,113,2.454,224,25713,111,138,423,,1.832,9.033,15,886,,,3.005,,,38,3178,1004,31,31,223,146,,,40,-2.354579887,,-1.837045366,-1.662188859,-1.697198154,,-0.557585727,1.0053713456,-1.988650901,1.0287769037,1.149255,,,0.0048277035,-0.436268239,-0.46700028,0.7634891907,1.2331701201,0.5957710702,,-0.630311821,1.5459269579,0.7683592821,0.5773387682,0.5113581348,0.7675914583,-0.243473324,0.5707605124,-0.231670805,-0.254180641,0.6784137042,-1.00956652,-0.226011679,0.0203364607,-0.52501682,0.5538374851,-1.212876548,0.9559644769,0.1162035161,0.5977453531,1.107910735,0.6210143556,,0.5516815849,0.1956780474,1.6386238674
250072,692,106,213,68,405,,,,1.231,,28608,,,100,26571,46,46,421,,98,,1.06,101,36125,89,72,81,,,9.419,6,619,,,,,69,34,1450,161,,,59,72,,,32,-0.004265472,,,-0.089285541,-1.351742318,-0.243211617,-2.086850902,,,1.0287769037,,,-0.113363921,1.0249376044,0.3726359059,0.8169916608,-0.85888604,-0.702735825,0.7996362295,,,,-1.739612624,,,-0.257980078,-2.064653791,-0.436147184,-2.112849574,-2.299852177,-2.293580553,-1.980938182,-2.116777802,-0.997767611,-0.396114419,-1.955099651,0.1438894333,,0.8456034059,0.1636017162,,0.2632395775,,-0.885758964,0.9304207382,-1.452390336
250077,739,,236,65,365,18,25,,,,,,,,10005,61,25,309,26,147,,1.001,54,12681,,88,,,,3.925,,549,,,,,25,,1833,37,,,29,90,,,22,,,0.0840640208,-0.366856715,-1.040832065,-1.097540676,,,,1.0287769037,,,,-0.734348997,0.2108550769,,0.5922120402,0.5878681383,-0.219689567,,0.2635043322,,-0.854446069,,,,,,,,,,,,-0.52501682,-0.373378413,0.8010729556,,0.378039374,-0.704685558,0.0620913317,-2.169628914,,-0.269713014,1.6651634291,-0.917407109
250078,4116,304,4311,736,496,28,221,264,9.042,255,142099,15372,395,1775,135963,619,232,7951,249,882,352,15.927,,64490,259,659,966,239,16.161,107.414,16,3696,226,,7.698,,357,175,12609,41,125,125,988,694,415,4.209,44,-0.944391238,-1.887920853,-0.445897189,-1.153308374,-1.109923233,-1.311122941,-0.317927967,0.3920868393,0.3050289194,0.1682513671,-0.240408279,0.3705647005,-0.764244223,-0.045832382,-0.81375684,-0.518820582,-0.663820396,-1.18122505,0.0861081721,-1.311402972,-0.233060197,0.7000050712,-0.411862791,0.0662671,-1.586580964,0.4257342795,-0.243473324,0.5707605124,-0.231670805,0.7686551275,-0.312251048,-0.038194859,0.7193713829,0.0203364607,-0.485354543,-2.173268098,0.9070702979,0.1994017541,-0.893734793,0.5977453531,1.1602017052,,,-0.064364365,0.5630493928,0.2120019273
250081,236,,,,,,,,,,,,,,6802,,,,,,,,,,,,,,,2.022,,236,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,1.0249376044,,,,,,,,,,,,,,,,,,,,,-0.455607835,0.9901743784,,,,,,,,,,
250082,965,118,574,144,184,,58,,,103,,1819,25,664,24417,130,77,380,58,423,,2.195,69,29011,135,210,79,,1.615,11.946,32,596,,,,78,41,,2546,435,197,197,58,189,,,38,-3.373049467,,-1.837045366,-1.384617685,-3.942661088,-0.563585014,,,0.9776423739,1.0287769037,,,,1.0249376044,-0.867683783,-1.342187612,-0.297477602,-1.589477324,-0.321622146,,-1.62344088,0.7000050712,0.3257760046,0.6503490066,0.3948059626,-0.257980078,-1.154063558,0.5707605124,-0.231670805,-0.254180641,-1.3029158,-1.00956652,-0.69870321,0.0203364607,0.6251892233,-1.846015428,-0.237700999,0.8977673444,-4.110575332,-5.046121927,,0.6210143556,-0.482016802,0.5516815849,1.2977920836,-0.620194204
250084,421,,489,129,384,16,36,43,,146,,,,180,10341,107,61,824,39,476,,,44,19458,,165,70,,,3.23,10,531,,,1.162,,44,,,171,,,146,148,,,32,,,-0.909613248,-0.45938044,-1.351742318,0.6111174429,,,,,1.149255,,,-1.114299637,-0.27448741,,-0.606728013,-0.254975266,-0.525487306,,-0.034434386,,-0.55939055,,,-0.941694436,-0.243473324,-0.436147184,-1.17226019,-1.277016409,-1.3029158,-1.00956652,-1.644086271,0.0203364607,-0.52501682,-1.682389093,0.822272424,0.7813730793,-0.519683567,-0.704685558,0.2189642422,0.6210143556,,-2.117850863,1.8488491018,-0.97684969
250085,161,,132,63,362,,,,,,,,,,4821,55,,85,,228,,,,14358,,77,,,,1.176,,152,,,,,,,,,,,44,75,,,13,,,,-0.320594853,-0.488102728,,,,,,,,,-0.932383876,,,1.1155588888,0.3903267154,,,,,-0.264335032,,,,,,,,,,,,-0.52501682,-2.009641763,-0.6404909,,0.920413651,-0.270541921,,,,,0.0119923747,0.5686574123
250093,451,,508,109,382,12,63,,,,,,,234,6780,95,41,499,73,332,,1.119,101,16764,,224,61,,,2.411,14,530,,,,,25,,2182,193,,,78,224,,,31,,,-1.108348702,-1.292093961,-1.213559983,-0.029629352,,,,1.0287769037,,,,-4.706560236,1.019759222,,-1.348928998,-0.786142204,-0.831285044,,-0.630311821,,-1.149501587,,,-0.941694436,0.6671169089,1.5776682088,0.70891858,0.7686551275,-1.3029158,-0.038194859,-0.69870321,0.0203364607,-0.500227897,0.2811269268,-0.046905783,,0.7520905995,-1.138829195,0.6372920035,0.1201296663,,0.5516815849,1.2977920836,-0.97684969
250094,1560,80,1309,189,409,11,100,75,1.764,152,30058,3077,59,497,29169,167,39,1897,116,448,50,2.777,,39892,79,186,253,52,2.593,19.541,14,1168,49,,2.042,,62,35,3511,,,,132,180,,,40,-1.022735052,-1.165734262,0.0178188695,-3.790234524,-1.075377649,0.7179085754,-0.395527349,0.5454079659,-0.59450665,-2.67559697,0.4938796324,,-0.630853939,0.4354384292,0.0490742479,0.0915074252,-2.324257215,-0.509584212,,0.1277735651,0.8593817676,0.8691894486,-1.001973828,,,0.4257342795,-0.243473324,-0.436147184,-1.17226019,-0.254180641,-0.312251048,-0.038194859,-0.226011679,0.0203364607,-0.45065005,-1.027883753,0.271086244,-0.266175306,0.0787983936,0.5977453531,0.1143823019,,,0.5516815849,1.2977920836,-0.085210977
250095,148,,115,31,317,,,,,,,,,,,34,31,156,,120,,,61,9707,,64,,,,,,124,,,,,,,,100,,,29,64,,,15,,,,-1.107046512,-0.246283643,,,,,,,,,,,,1.3058668337,0.1488871984,0.5957710702,,,,0.6208315229,,,,,,,,,,,,-0.485354543,0.0629584801,-0.004506846,,0.2284188838,-2.875403742,,0.4063494887,,0.5516815849,1.6651634291,-1.571275498
250096,301,,300,39,401,,32,,,,,,,119,5369,30,,339,32,186,,,33,15328,,68,97,,,1.674,13,275,,,,,,,,71,,,64,74,,,27,,,-2.499496878,-0.8757372,-0.729921813,,,,,,,,,-0.349792894,0.1569281339,,1.0156472177,-1.589477324,0.391905911,,-1.027563445,,-0.55939055,,,-0.257980078,-1.154063558,-1.44305488,-0.231670805,-2.299852177,-2.293580553,-1.00956652,-1.17139474,1.0384405328,-0.22754974,-1.791473316,0.0802910279,,1.1261418251,0.1636017162,,0.1916846219,,,0.0119923747,-0.441866462
250097,1279,96,817,157,505,35,72,42,1.249,87,20866,2163,,641,19836,134,39,,85,901,,3.31,136,36183,84,269,212,,1.403,10.508,25,1429,,,1.237,,26,36,4603,729,137,137,281,286,,,39,-3.529737095,,-2.035780819,-1.292093961,-0.108101308,-0.243211617,-0.221464646,,-2.896339361,1.0287769037,0.0685543939,,1.1916109066,-0.508681344,-0.220560467,-1.284609498,0.0450766986,-0.456906499,-1.340947943,,0.2635043322,,-0.854446069,0.0662671,-2.868654858,-0.941694436,-0.243473324,-0.436147184,0.70891858,-0.254180641,0.6784137042,-1.00956652,-0.69870321,0.0203364607,-0.440734481,-0.537004748,0.3770835864,-2.012089282,0.583767548,0.5977453531,-0.251654489,0.5494594,,-0.475061664,,-0.739079366
250099,631,,198,93,396,11,27,,,51,,,77,,2745,76,,76,31,266,69,,153,20151,33,87,277,,,1.757,,558,,,,58,79,,,651,,,31,86,,,26,-1.336110308,,0.4815349283,-0.505642302,-1.524470236,-2.272243133,,-0.681161047,,,,,,-1.595570448,-1.946222643,,0.5398773554,1.1804924073,-4.70472307,,-0.233060197,-0.48428557,0.1782482455,,,-0.599837257,,,,,,,,,-0.52501682,0.9901743784,-0.449695684,-0.266175306,0.1349060774,-1.572972831,0.5850010334,0.4779044444,-0.05122654,,2.2162204472,-0.739079366
